"PK_Mechanical_ID","CK_SiteID","Blower Door Trials","Blower Door Trials_notes","First Trial: Location","First Trial: Windy","First Trial: Unusual Conditions","First Trial: P25 Ring Size","First Trial: P25 House Pressure","First Trial: P25 House Pressure_notes","First Trial: P25 Fan Pressure","First Trial: P25 Fan Pressure_notes","First Trial: P25 CFM","First Trial: P25 CFM_notes","First Trial: P50 Ring Size","First Trial: P50 House Pressure","First Trial: P50 House Pressure_notes","First Trial: P50 Fan Pressure","First Trial: P50 Fan Pressure_notes","First Trial: P50 CFM","First Trial: P50 CFM_notes","First Trial: Notes","First Trial: Flow Coefficient","First Trial: Flow Coefficient_notes","First Trial: Q50","First Trial: Q50_notes","First Trial: ACH50","Second Trial: Location","Second Trial: Windy","Second Trial: Unusual Conditions","Second Trial: P25 Ring Size","Second Trial: P25 House Pressure","Second Trial: P25 House Pressure_notes","Second Trial: P25 Fan Pressure","Second Trial: P25 Fan Pressure_notes","Second Trial: P25 CFM","Second Trial: P25 CFM_notes","Second Trial: P50 Ring Size","Second Trial: P50 House Pressure","Second Trial: P50 House Pressure_notes","Second Trial: P50 Fan Pressure","Second Trial: P50 Fan Pressure_notes","Second Trial: P50 CFM","Second Trial: P50 CFM_notes","Second Trial: Notes","Second Trial: Flow Exponent","Second Trial: Flow Exponent_notes","Second Trial: Flow Coefficient","Second Trial: Flow Coefficient_notes","Second Trial: Q50","Second Trial: Q50_Notes","Second Trial: ACH50","Conditioned Volume","Conditioned Volume_notes","Building Height","Site Location"
"Mechanical_00013674","SITE_01909",1,,"Front Door","No",,"A",25.00000,,37.20000,,1144.00000,,"A",50.00000,,95.40000,,1745.00000,,,161.02200,,1745.00000,,8.5742,,,,,,,,,,,,,,,,,,,,,,,,,,12211.00000,,"1.5","SEATTLE, WA"
"Mechanical_00013146","SITE_00960",1,,,,,,,,,,,,,,,,,,,"Large wood burning stove with LOTS of ash - no way to seal or clean out to the point where blower door test would not disrupt ash.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22743.00000,,"1.5","HELENA, MT"
"Mechanical_00013149","SITE_00967",1,,"Front","No",,"A",25.40000,,28.50000,,979.00000,,"A",50.70000,,69.00000,,1483.00000,,,140.18300,,1470.66000,,8.0415,,,,,,,,,,,,,,,,,,,,,,,,,,10973.00000,,"1","GREAT FALLS, MT"
"Mechanical_00013150","SITE_00968",1,,"Front","No",,"A",25.30000,,52.00000,,1294.00000,,"A",50.30000,,126.10000,,2000.00000,,,167.07800,,1992.43000,,12.4852,,,,,,,,,,,,,,,,,,,,,,,,,,9575.00000,,"1","HAMILTON, MT"
"Mechanical_00013156","SITE_00976",1,,"Front Door","No","None","B",25.20000,,164.10000,,756.00000,,"A",50.00000,,43.60000,,1180.00000,,,92.87390,,1180.00000,,7.0560,,,,,,,,,,,,,,,,,,,,,,,,,,10034.00000,,"1","SHERIDAN, MT"
"Mechanical_00013157","SITE_00977",1,,"Front Door.","No",,"B",25.40000,,64.60000,,476.00000,,"A",49.70000,,18.50000,,788.00000,,,41.94170,,791.56900,,3.0931,,,,,,,,,,,,,,,,,,,,,,,,,,15355.00000,,"2","BOZEMAN, MT"
"Mechanical_00013163","SITE_00983",1,,"Front Door","Yes",,"A",25.70000,,183.00000,,2396.00000,,"0",50.70000,,60.20000,,3576.00000,,,353.59200,,3546.82000,,13.4800,,,,,,,,,,,,,,,,,,,,,,,,,,15787.00000,,"2","GREAT FALLS, MT"
"Mechanical_00013165","SITE_00985",1,,"Front Door","No",,"B",24.30000,,146.40000,,718.00000,,"A",51.30000,,42.40000,,1195.00000,,,81.55550,,1174.27000,,2.7461,,,,,,,,,,,,,,,,,,,,,,,,,,25657.00000,,"1.5","EAST HELENA, MT"
"Mechanical_00013170","SITE_00992",1,,"Garage Door","No",,"B",24.80000,,121.80000,,633.00000,,"A",49.20000,,32.90000,,1041.00000,,,61.48750,,1053.26000,,3.7617,,,,,,,,,,,,,,,,,,,,,,,,,,16800.00000,,"1","HELENA, MT"
"Mechanical_00013172","SITE_00994",1,,,,,,,,,,,,,,,,,,,"There is a hole in the wall right next to the door.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.00000,,"1","HELENA, MT"
"Mechanical_00013179","SITE_01002",1,,"Back Door","No",,"B",25.10000,,219.50000,,859.00000,,"A",49.90000,,49.50000,,1264.00000,,,140.34500,,1265.42000,,7.2725,,,,,,,,,,,,,,,,,,,,,,,,,,10440.00000,,"2","MISSOULA, MT"
"Mechanical_00013181","SITE_01006",1,,"Front","No",,"A",24.80000,,26.30000,,951.00000,,"A",50.90000,,71.50000,,1527.00000,,,114.76100,,1509.16000,,8.1247,,,,,,,,,,,,,,,,,,,,,,,,,,11145.00000,,"2","STEVENSVILLE, MT"
"Mechanical_00013185","SITE_01013",1,,"Front Door","No",,"A",25.60000,,79.30000,,1599.00000,,"0",51.30000,,26.70000,,2515.00000,,,193.33200,,2473.29000,,22.2919,,,,,,,,,,,,,,,,,,,,,,,,,,6657.00000,,"1","MISSOULA, MT"
"Mechanical_00013187","SITE_01016",1,,"Front","No",,"A",24.60000,,35.20000,,1075.00000,,"A",50.00000,,88.70000,,1705.00000,,,133.93100,,1705.00000,,6.4340,,,,,,,,,,,,,,,,,,,,,,,,,,15900.00000,,"1","GREAT FALLS, MT"
"Mechanical_00013192","SITE_01023",1,,"Front Entry","No",,"A",25.20000,,96.90000,,1774.00000,,"0",49.30000,,34.90000,,2831.00000,,,187.46000,,2858.94000,,8.8897,,,,,,,,,,,,,,,,,,,,,,,,,,19296.00000,,"2","BIGFORK, MT"
"Mechanical_00013194","SITE_01026",1,,"Front","Yes",,"B",25.30000,,146.00000,,711.00000,,"A",50.80000,,38.90000,,1118.00000,,,87.26070,,1106.54000,,6.9506,,,,,,,,,,,,,,,,,,,,,,,,,,9552.00000,,"1","BOZEMAN, MT"
"Mechanical_00013202","SITE_01039",1,,"Front Door","No",,"B",26.10000,,266.30000,,965.00000,,"A",51.00000,,67.00000,,1483.00000,,,119.08000,,1464.28000,,15.0853,,,,,,,,,,,,,,,,,,,,,,,,,,5824.00000,,"1","GREAT FALLS, MT"
"Mechanical_00013204","SITE_01042",1,,"Garage Door","No",,"B",25.10000,,176.00000,,784.00000,,"A",49.90000,,44.60000,,1200.00000,,,106.48000,,1201.49000,,4.4874,,,,,,,,,,,,,,,,,,,,,,,,,,16065.00000,,"1","GREAT FALLS, MT"
"Mechanical_00013207","SITE_01049",1,,"Front Door","No",,"B",26.00000,,36.80000,,363.00000,,"B",49.70000,,88.80000,,563.00000,,,39.94290,,565.30000,,1.2275,,,,,,,,,,,,,,,,,,,,,,,,,,27632.00000,,"2","HELENA, MT"
"Mechanical_00013633","SITE_01574",1,,"Front Door","Yes",,"0",24.20000,,44.60000,,3220.00000,,"0",48.10000,,110.70000,,5079.00000,,"Very windy today. Coukd not get great control of the pressure it kept fluctuating widely. Did the best i could and did not see any internal causes for that",388.85200,,5211.23000,,8.5732,,,,,,,,,,,,,,,,,,,,,,,,,,36471.00000,,"2","SHORELINE, WA"
"Mechanical_00013636","SITE_01925",1,,"Front Door","No",,"B",24.90000,,125.70000,,664.00000,,"B",50.90000,,253.60000,,946.00000,,,135.20000,,937.68200,,2.1737,,,,,,,,,,,,,,,,,,,,,,,,,,25882.00000,,"2","ARLINGTON, WA"
"Mechanical_00013638","SITE_01918",1,,"Front Door","No",,"A",24.80000,,37.00000,,1113.00000,,"A",49.90000,,94.80000,,1745.00000,,,141.12800,,1747.25000,,12.9298,,,,,,,,,,,,,,,,,,,,,,,,,,8108.00000,,"1","GIG HARBOR, WA"
"Mechanical_00013639","SITE_01686",1,,"Front Door","No",,"A",24.50000,,42.40000,,1185.00000,,"A",50.80000,,97.30000,,1786.00000,,,195.98400,,1770.12000,,6.1039,,,,,,,,,,,,,,,,,,,,,,,,,,17400.00000,,"1","SPANAWAY, WA"
"Mechanical_00013640","SITE_01724",1,,"Front","No",,"A",25.30000,,39.00000,,1121.00000,,"A",49.60000,,96.40000,,1728.00000,,,140.48800,,1736.95000,,8.3829,,,,,,,,,,,,,,,,,,,,,,,,,,12432.00000,,"1","BELLINGHAM, WA"
"Mechanical_00013641","SITE_01914",1,,,,,,,,,,,,,,,,,,,"No BD test due to recent fire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8620.00000,,"1","EVERSON, WA"
"Mechanical_00013653","SITE_01893",1,,"Front Door","Yes",,"A",24.30000,,142.70000,,2119.00000,,"0",49.40000,,46.50000,,3314.00000,,"Used bottle on pressure probe",283.61200,,3339.32000,,8.6298,,,,,,,,,,,,,,,,,,,,,,,,,,23217.00000,,"2","SEATTLE, WA"
"Mechanical_00013654","SITE_01683",1,,"Living Room Door","Yes",,"A",24.60000,,32.90000,,1072.00000,,"A",49.50000,,82.10000,,1623.00000,,"Used bottle on end of hose",160.38100,,1632.70000,,10.5836,,,,,,,,,,,,,,,,,,,,,,,,,,9256.00000,,"1","BOTHELL, WA"
"Mechanical_00013659","SITE_01033",1,,"Front Door","No",,"A",25.50000,,66.80000,,1454.00000,,"A",49.80000,,163.80000,,2284.00000,,,163.51400,,2290.18000,,5.0795,,,,,,,,,,,,,,,,,,,,,,,,,,27052.00000,,"1","ARLEE, MT"
"Mechanical_00013661","SITE_01725",1,,"Front Door","No","None","B",25.40000,,126.80000,,670.00000,,"A",49.50000,,30.90000,,1013.00000,,,90.29790,,1019.33000,,11.2323,,,,,,,,,,,,,,,,,,,,,,,,,,5445.00000,,"1","LACEY, WA"
"Mechanical_00013662","SITE_01912",1,,"Front Door","No","Small window ac unit with small gap in window","A",24.80000,,38.00000,,1129.00000,,"A",49.60000,,92.50000,,1739.00000,,,152.63500,,1747.73000,,13.6880,,,,,,,,,,,,,,,,,,,,,,,,,,7661.00000,,"1","OLYMPIA, WA"
"Mechanical_00013679","SITE_01904",1,,"Back","No",,"A",25.20000,,130.00000,,2050.00000,,"0",50.20000,,47.40000,,3363.00000,,,201.93200,,3353.37000,,7.3512,,,,,,,,,,,,,,,,,,,,,,,,,,27370.00000,,"2.5","NORMANDY PARK, WA"
"Mechanical_00013681","SITE_01923",1,,"Front Door","Yes",,"A",25.00000,,46.60000,,1210.00000,,"A",49.60000,,117.30000,,1928.00000,,"Used bottle for outside ref",135.58700,,1938.56000,,4.5191,,,,,,,,,,,,,,,,,,,,,,,,,,25738.00000,,"2.5","SEATTLE, WA"
"Mechanical_00013682","SITE_01643",1,,,,,,,,,,,,,,,,,,,"No test, unable to clean and secure wood stove",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12867.00000,,"1","SEATTLE, WA"
"Mechanical_00013683","SITE_00974",1,,"Front Door","No",,"B",25.00000,,75.20000,,524.00000,,"B",50.00000,,208.10000,,854.00000,,,54.23080,,854.00000,,3.6054,,,,,,,,,,,,,,,,,,,,,,,,,,14212.00000,,"1","MISSOULA, MT"
"Mechanical_00013684","SITE_01639",1,,"Front Door","Yes",,"B",25.10000,,56.40000,,445.00000,,"B",49.90000,,148.60000,,728.00000,,,44.23190,,729.04500,,4.3100,,,,,,,,,,,,,,,,,,,,,,,,,,10149.00000,,"2","SEATTLE, WA"
"Mechanical_00013690","SITE_01063",1,,"Front Door","No",,"B",24.90000,,143.20000,,715.00000,,"A",50.40000,,38.40000,,1124.00000,,,90.90440,,1118.27000,,6.2126,,,,,,,,,,,,,,,,,,,,,,,,,,10800.00000,,"1","MISSOULA, MT"
"Mechanical_00013691","SITE_01041",1,,"Front Door","Yes",,"A",25.90000,,33.60000,,1060.00000,,"A",50.20000,,75.80000,,1570.00000,,"Slight breeze",153.60900,,1566.28000,,7.9105,,,,,,,,,,,,,,,,,,,,,,,,,,11880.00000,,"1","MISSOULA, MT"
"Mechanical_00013689","SITE_01560",1,,"Front","No",,"A",25.00000,,64.50000,,1461.00000,,"0",49.30000,,48.70000,,2210.00000,,,205.41100,,2229.07000,,7.1323,,,,,,,,,,,,,,,,,,,,,,,,,,18752.00000,,"1","LAKE FOREST PARK, WA"
"Mechanical_00013696","SITE_02052",1,,"Front Door","No",,"A",24.80000,,93.20000,,1732.00000,,"0",50.10000,,34.00000,,2826.00000,,,185.21000,,2822.07000,,7.4962,,,,,,,,,,,,,,,,,,,,,,,,,,22588.00000,,"1","SEATTLE, WA"
"Mechanical_00013697","SITE_01081",1,,"Front Door","No",,"A",24.60000,,69.90000,,1470.00000,,"A",49.40000,,175.40000,,2355.00000,,,168.69700,,2374.30000,,7.1782,,,,,,,,,,,,,,,,,,,,,,,,,,19846.00000,,"2","ARLINGTON, WA"
"Mechanical_00013698","SITE_01618",1,,,,,,,,,,,,,,,,,,,"Did not collect, resident has asthma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18888.00000,,"2","SEATTLE, WA"
"Mechanical_00013699","SITE_02046",1,,"Back Door","Yes",,"0",25.10000,,31.70000,,2836.00000,,"0",50.00000,,84.10000,,4469.00000,,,338.11800,,4469.00000,,13.3304,,,,,,,,,,,,,,,,,,,,,,,,,,20115.00000,,"1","TACOMA, WA"
"Mechanical_00013700","SITE_02065",1,,"Front","Yes",,"B",25.10000,,233.30000,,914.00000,,"A",50.00000,,66.90000,,1466.00000,,,100.31700,,1466.00000,,3.0867,,,,,,,,,,,,,,,,,,,,,,,,,,28496.00000,,"2","BUCKLEY, WA"
"Mechanical_00013702","SITE_01547",1,,,,,"A",25.20000,,31.60000,,1022.00000,,"A",50.10000,,73.90000,,1556.00000,,,141.96900,,1554.10000,,12.5331,,,,,,,,,,,,,,,,,,,,,,,,,,7440.00000,,"1","SEATTLE, WA"
"Mechanical_00013710","SITE_01061",1,,"Front","No",,"A",25.40000,,29.70000,,988.00000,,"A",50.40000,,75.00000,,1528.00000,,,126.13500,,1520.27000,,4.8936,,,,,,,,,,,,,,,,,,,,,,,,,,18640.00000,,"1.5","BUTTE, MT"
"Mechanical_00013711","SITE_01070",1,,"Front Door","No",,"A",24.80000,,32.00000,,1033.00000,,"A",49.40000,,79.20000,,1598.00000,,,135.28500,,1610.26000,,8.3003,,,,,,,,,,,,,,,,,,,,,,,,,,11640.00000,,"2","GREAT FALLS, MT"
"Mechanical_00013718","SITE_01083",1,,,,,,,,,,,,,,,,,,,"Homeowner did not want to run because of dust.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18591.00000,,"1.5","LAKE STEVENS, WA"
"Mechanical_00013719","SITE_01075",1,,"Front","No",,"A",24.80000,,66.40000,,1472.00000,,"A",49.40000,,161.20000,,2260.00000,,,199.67300,,2277.04000,,5.3733,,,,,,,,,,,,,,,,,,,,,,,,,,25426.00000,,"2.5","EVERETT, WA"
"Mechanical_00013726","SITE_01659",1,,,,,,,,,,,,,,,,,,,"Did not run blower door due to reparatory condition of resident",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13286.00000,,"1.5","SHORELINE, WA"
"Mechanical_00013728","SITE_01564",1,,"Front Door","No",,"A",24.30000,,51.00000,,1324.00000,,"A",50.20000,,141.60000,,2125.00000,,,165.33000,,2119.48000,,9.1905,,,,,,,,,,,,,,,,,,,,,,,,,,13837.00000,,"1.5","SEATTLE, WA"
"Mechanical_00013729","SITE_02062",1,,"Front Door","No",,"A",25.10000,,27.80000,,950.00000,,"A",50.30000,,73.20000,,1547.00000,,,99.06240,,1540.52000,,6.6235,,,,,,,,,,,,,,,,,,,,,,,,,,13955.00000,,"1","OLYMPIA, WA"
"Mechanical_00013732","SITE_01552",1,,"Front","No",,"A",24.70000,,68.00000,,1485.00000,,"A",50.60000,,166.60000,,2311.00000,,,205.51800,,2294.06000,,17.3793,,,,,,,,,,,,,,,,,,,,,,,,,,7920.00000,,"1","SHORELINE, WA"
"Mechanical_00013733","SITE_01649",1,,"Front","No",,"B",25.10000,,131.90000,,692.00000,,"A",50.80000,,40.80000,,1149.00000,,,68.14770,,1135.96000,,8.3281,,,,,,,,,,,,,,,,,,,,,,,,,,8184.00000,,"1","SEATTLE, WA"
"Mechanical_00013738","SITE_01089",1,,"Front","Yes",,"A",25.20000,,52.20000,,1314.00000,,"A",49.40000,,152.30000,,2210.00000,,,108.67600,,2230.70000,,4.3162,,,,,,,,,,,,,,,,,,,,,,,,,,31009.00000,,"2.5","MUKILTEO, WA"
"Mechanical_00013739","SITE_01077",1,,"Front","No",,"A",24.90000,,42.90000,,1179.00000,,"A",50.30000,,115.00000,,1925.00000,,,125.32000,,1916.99000,,5.3215,,,,,,,,,,,,,,,,,,,,,,,,,,21614.00000,,"2","ARLINGTON, WA"
"Mechanical_00013740","SITE_01576",1,,"Front Door","No","None.","B",24.50000,,200.20000,,840.00000,,"A",51.00000,,52.70000,,1316.00000,,,118.47200,,1300.14000,,6.8392,,,,,,,,,,,,,,,,,,,,,,,,,,11406.00000,,"1","SEATTLE, WA"
"Mechanical_00013216","SITE_01069",1,,"Front Door","No",,"B",26.10000,,126.70000,,908.00000,,"A",50.40000,,54.40000,,1355.00000,,,124.82700,,1348.45000,,5.2530,,,,,,,,,,,,,,,,,,,,,,,,,,15402.00000,,"1","VAUGHN, MT"
"Mechanical_00013218","SITE_01364",1,,"Front Door","No",,"B",23.10000,,98.40000,,594.00000,,"A",51.50000,,27.40000,,960.00000,,,90.63850,,943.15900,,6.1671,,,,,,,,,,,,,,,,,,,,,,,,,,9176.00000,,"1","TALENT, OR"
"Mechanical_00013223","SITE_01389",1,,"Front Door",,,"B",24.60000,,62.70000,,470.00000,,"B",49.90000,,152.40000,,728.00000,,,64.79930,,728.90200,,3.8070,,,,,,,,,,,,,,,,,,,,,,,,,,11487.80000,,"1","CHESHIRE, OR"
"Mechanical_00013226","SITE_01416",2,,"Front Door","No",,"A",26.30000,,77.20000,,1587.00000,,"0",50.00000,,76.00000,,4221.00000,,,10.92680,,4221.00000,,13.8849,"Front Door","No",,"0",24.80000,,40.00000,,3081.00000,,"0",47.00000,,75.30000,,4106.00000,,,0.44923,,728.21700,,4221.73000,,13.8873,18240.00000,,"1.5","ROGUE RIVER, OR"
"Mechanical_00013232","SITE_01426",1,,"Front Door","Yes",,"A",24.70000,,91.60000,,1720.00000,,"0",51.40000,,34.60000,,2884.00000,,,179.17900,,2828.37000,,16.1391,,,,,,,,,,,,,,,,,,,,,,,,,,10515.00000,,"2","PORTLAND, OR"
"Mechanical_00013234","SITE_01428",1,,"Door Behind Garage","Yes",,"B",25.90000,,198.70000,,836.00000,,"A",49.10000,,49.70000,,1283.00000,,,94.57370,,1298.70000,,9.3544,,,,,,,,,,,,,,,,,,,,,,,,,,8330.00000,,"1","SPRINGFIELD, OR"
"Mechanical_00013239","SITE_01434",1,,"Front Door",,,"A",25.00000,,19.30000,,801.00000,,"A",50.40000,,47.60000,,1255.00000,,,101.65900,,1249.10000,,9.3683,,,,,,,,,,,,,,,,,,,,,,,,,,8000.00000,,"1","PORTLAND, OR"
"Mechanical_00013242","SITE_01440",1,,"Front Door","No","Slight breeze","A",-24.90000,,-87.40000,,1682.00000,,"0",-50.90000,,-31.90000,,2753.00000,,,183.52500,,2719.36000,,7.3379,,,,,,,,,,,,,,,,,,,,,,,,,,22235.50000,,"2","PORTLAND, OR"
"Mechanical_00013244","SITE_01443",1,,"Front Door","No",,"0",24.90000,,56.00000,,3655.00000,,,,,,,,,"Could not reach 50 Pa at maximum fan speed with no rings. Lots of air coming from ventilation return likely because of unsealed ducting in crawl space.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22688.00000,,"2","PORTLAND, OR"
"Mechanical_00013249","SITE_01451",1,,"Front Door","No",,"A",24.70000,,92.90000,,1719.00000,,"0",50.30000,,32.00000,,2777.00000,,,197.72100,,2765.82000,,10.5717,,,,,,,,,,,,,,,,,,,,,,,,,,15697.50000,,"1","EUGENE, OR"
"Mechanical_00013250","SITE_01452",1,,"Front Door","No","Just rained","0",-24.20000,,-72.50000,,4134.00000,,"0",-35.30000,,-129.10000,,5408.00000,,"Couldn't get to 50. Its a big house",428.26100,,6928.20000,,15.2828,,,,,,,,,,,,,,,,,,,,,,,,,,27200.00000,,"1","EUGENE, OR"
"Mechanical_00013252","SITE_01454",1,,"Front Door","No","None",,,,,,,,,,,,,,,"Could not run blower door test due to ash in fireplace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21735.30000,,"2","EUGENE, OR"
"Mechanical_00013259","SITE_01461",1,,"Front Door",,,"A",25.20000,,87.10000,,1699.00000,,"0",50.30000,,35.60000,,2844.00000,,,153.33100,,2831.35000,,13.7178,,,,,,,,,,,"0",,,,,,,,,,,,,,,12384.00000,,"1","SALEM, OR"
"Mechanical_00013263","SITE_01467",1,,"Front Door","No",,"0",25.00000,,37.50000,,2870.00000,,"0",50.00000,,82.40000,,4376.00000,,,404.71400,,4376.00000,,16.1139,,,,,,,,,,,,,,,,,,,,,,,,,,16294.00000,,"2","MILWAUKIE, OR"
"Mechanical_00013265","SITE_01470",1,,"Front Door","No",,"B",24.60000,,131.20000,,679.00000,,"A",50.50000,,34.60000,,1089.00000,,,82.85000,,1081.91000,,9.3067,,,,,,,,,,,,,,,,,,,,,,,,,,6975.00000,,"2","PORTLAND, OR"
"Mechanical_00013270","SITE_01478",1,,"Front Door","No",,"A",-25.00000,,-116.00000,,1959.00000,,"0",-50.00000,,-41.70000,,3107.00000,,,230.05900,,3107.00000,,8.0098,,,,,,,,,,,,,,,,,,,,,,,,,,23274.00000,,"2","CANBY, OR"
"Mechanical_00013272","SITE_01480",1,,"Front","No",,"A",25.50000,,93.80000,,1746.00000,,"0",49.70000,,33.33000,,2763.00000,,,188.20000,,2774.46000,,14.9589,,,,,,,,,,,,,,,,,,,,,,,,,,11128.30000,,"2","PORTLAND, OR"
"Mechanical_00013705","SITE_02045",1,,"Front Door","No",,"A",25.10000,,39.20000,,1150.00000,,"A",50.00000,,108.30000,,1893.00000,,,111.80100,,1893.00000,,4.8168,,,,,,,,,,,,,,,,,,,,,,,,,,23580.00000,,"2","UNIVERSITY PLACE, WA"
"Mechanical_00013707","SITE_01571",1,,"Front","No",,"A",24.30000,,168.60000,,2330.00000,,"0",49.90000,,69.00000,,4009.00000,,,210.06100,,4015.06000,,22.9083,,,,,,,,,,,,,,,,,,,,,,,,,,10516.00000,,"1","SEATTLE, WA"
"Mechanical_00013708","SITE_01664",1,,,,,,,,,,,,,,,,,,,"Exposed insulation, mold present, did not run blower door",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9540.00000,,"1","SEATTLE, WA"
"Mechanical_00013712","SITE_01017",1,,"Front Door","No",,"A",26.00000,,50.60000,,1282.00000,,"A",50.70000,,127.30000,,2012.00000,,,142.21500,,1993.21000,,6.8386,,,,,,,,,,,,,,,,,,,,,,,,,,17488.00000,,"1.5","GREAT FALLS, MT"
"Mechanical_00013713","SITE_01737",1,,"Front Door","No","None","B",25.10000,,94.40000,,584.00000,,"B",50.10000,,239.90000,,916.00000,,,71.59320,,914.80900,,12.9149,,,,,,,,,,,,,,,,,,,,,,,,,,4250.00000,,"1","LAKEWOOD, WA"
"Mechanical_00013720","SITE_02048",1,,"Front","No",,"B",25.30000,,103.60000,,603.00000,,"A",50.20000,,27.40000,,951.00000,,,70.36910,,948.47900,,5.8332,,,,,,,,,,,,,,,,,,,,,,,,,,9756.00000,,"1","SEATTLE, WA"
"Mechanical_00013721","SITE_01986",1,,"Front","Yes",,"0",24.60000,,56.60000,,3618.00000,,"0",45.70000,,128.40000,,5492.00000,,"Put end of reference tube in a bag",417.96500,,5835.10000,,12.2082,,,,,,,,,,,,,,,,,,,,,,,,,,28678.00000,,"3+","SEATTLE, WA"
"Mechanical_00013730","SITE_01740",1,,"Front Door","No",,"B",24.30000,,67.40000,,495.00000,,"B",50.10000,,185.20000,,809.00000,,,56.73700,,807.90300,,6.9497,,,,,,,,,,,,,,,,,,,,,,,,,,6975.00000,,"1","OLYMPIA, WA"
"Mechanical_00013731","SITE_01635",1,,"Front Door.","No",,"B",25.60000,,205.30000,,851.00000,,"A",49.90000,,57.20000,,1374.00000,,,83.00760,,1375.98000,,10.6349,,,,,,,,,,,,,,,,,,,,,,,,,,7763.00000,,"1","SEATTLE, WA"
"Mechanical_00013742","SITE_01545",1,,"Front Door","No",,"0",25.40000,,89.90000,,4511.00000,,"0",34.80000,,135.60000,,5457.00000,,"Unable to pressurize house to 50 pa ???? Not sure why",638.06000,,6793.88000,,20.9375,,,,,,,,,,,,,,,,,,,,,,,,,,19469.00000,,"2","SEATTLE, WA"
"Mechanical_00013743","SITE_01989",1,,"Kitchen Door","No",,"A",24.40000,,93.60000,,1792.00000,,"0",50.30000,,36.90000,,3030.00000,,"Blowing into enclosed porch with exterior door open.",176.21500,,3016.87000,,12.8541,,,,,,,,,,,,,,,,,,,,,,,,,,14082.00000,,"1","SHORELINE, WA"
"Mechanical_00013746","SITE_02042",1,,"Front Door","Yes","Slightly windy","A",25.30000,,39.00000,,1121.00000,,"A",49.90000,,105.70000,,1817.00000,,,112.69300,,1819.59000,,5.6996,,,,,,,,,,,,,,,,,,,,,,,,,,19155.00000,,"2","SNOQUALMIE, WA"
"Mechanical_00013748","SITE_01632",1,,,,,,,,,,,,,,,,,,,"Could not test. 2 fireplaces and shop vac bags were full",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9360.00000,,"1","SEATTLE, WA"
"Mechanical_00013749","SITE_01626",1,,,,,,,,,,,,,,,,,,,"Fire going in fireplace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11725.00000,,"1.5","SHORELINE, WA"
"Mechanical_00013760","SITE_01573",1,,"Front Door","No","Cat door installed in window leaving large hole.  Covered with tape and ipad cover.","A",25.20000,,28.90000,,985.00000,,"A",49.30000,,66.40000,,1480.00000,,,139.05400,,1492.71000,,12.9801,,,,,,,,,,,,,,,,,,,,,,,,,,6900.00000,,"1","SEATTLE, WA"
"Mechanical_00013761","SITE_01621",1,,"Front Door","No",,"B",24.90000,,110.00000,,657.00000,,"A",50.00000,,34.60000,,1075.00000,,,67.83400,,1075.00000,,12.1286,,,,,,,,,,,,,,,,,,,,,,,,,,5318.00000,,"1","SEATTLE, WA"
"Mechanical_00013762","SITE_01644",2,,"Front Door","No",,"B",25.40000,,51.80000,,432.00000,,"B",49.70000,,186.40000,,812.00000,,,20.64160,,816.60700,,6.1507,,,,"B",25.50000,,52.60000,,432.00000,,"B",50.80000,,189.00000,,824.00000,,,0.93692,,20.78080,,811.83600,,6.1148,7966.00000,,"2","SEATTLE, WA"
"Mechanical_00013764","SITE_01673",1,,"Back Door","Yes",,"B",25.00000,,142.20000,,710.00000,,"A",50.10000,,40.80000,,1161.00000,,,72.82870,,1159.36000,,6.2109,,,,,,,,,,,,,,,,,,,,,,,,,,11200.00000,,"2","SEATTLE, WA"
"Mechanical_00013741","SITE_01638",1,,"Front Door","Yes","On door that leads to exterior, in unconditioned hallway","B",24.30000,,112.00000,,629.00000,,"A",50.60000,,31.70000,,1025.00000,,,75.19220,,1016.89000,,9.8871,,,,,,,,,,,,,,,,,,,,,,,,,,6171.00000,,"2","SEATTLE, WA"
"Mechanical_00013757","SITE_01559",1,,,,,,,,,,,,,,,,,,,"Did not perform because of rats.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12722.00000,,"1","SEATTLE, WA"
"Mechanical_00013758","SITE_01071",1,,"Front Door","No",,"A",25.70000,,30.50000,,1014.00000,,"A",49.80000,,77.10000,,1595.00000,,"Did not include questionably conditioned addition for blower door",109.80000,,1599.38000,,5.3351,,,,,,,,,,,,,,,,,,,,,,,,,,17987.00000,,"2","MARYSVILLE, WA"
"Mechanical_00013759","SITE_01594",1,,,,,,,,,,,,,,,,,,,"Due to age of home and exposed section under remodel, did not run blower door",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25127.00000,,"2","SEATTLE, WA"
