"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Number of Pieces of Audio Equipment","Number of Pieces of Audio Equipment_notes","Contains Suboofer","Does Subwoofer have indicator light or warm to touch","Audio Wifi Enabled","Audio Connected to TV","Notes","Room Name","Room Type"
"Appliance_00000506","SITE_01631","Room_00020233","Audio Equipment","No",,"Unknown","Unknown","Onkyo","TX-NR708","Unknown",5.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000507","SITE_01631","Room_00020238","Audio Equipment","No",,"Unknown","51220-07182","Akai","GX-M50","No",5.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000454","SITE_01632","Room_00020241","Audio Equipment","No",,"Unknown","Unknown","Carver","Ct-17","No",4.0000,,"Yes","No","No","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00000308","SITE_01633","Room_00020249","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Unknown","No",2.0000,,"No","N/A","No","No","No manufacturer label present","Living Room_1","Living Room"
"Appliance_00000309","SITE_01633","Room_00020249","Audio Equipment","No",,"Unknown","D120702098B1","IT: innovative technology","Itvs-750","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000310","SITE_01633","Room_00020257","Audio Equipment","No",,"Unknown","Unknown","Realistic","Unknown","No",2.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000514","SITE_01635","Room_00020283","Audio Equipment","No",,"Unknown","Unknown","Panasonic","CD Stereo System SA-EN6","No",3.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000515","SITE_01635","Room_00020284","Audio Equipment","No",,"Unknown","Unknown","JVC","RC-X310","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000516","SITE_01635","Room_00020284","Audio Equipment","No",,"Unknown","Unknown","Durabrand","Hm3817dt","No",3.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000511","SITE_01636","Room_00020293","Audio Equipment","No",,"Unknown","Unknown","Fischer","Ca-9645","Unknown",4.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000496","SITE_01637","Room_00020312","Audio Equipment","No",,"Unknown","T755397XZ","Yamaha","RX-V361","No",3.0000,,"No","N/A","No","No","N/A","Basement_2","Basement"
"Appliance_00000497","SITE_01637","Room_00020312","Audio Equipment","No",,"Unknown","Unknown","Dewalt","DC011","Unknown",1.0000,,"No","N/A","No","No","N/A","Basement_2","Basement"
"Appliance_00000653","SITE_01638","Room_00022020","Audio Equipment","No",,"Unknown","Unknown","Sony","LBT-D105","Unknown",2.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000501","SITE_01641","Room_00020353","Audio Equipment","Yes",2002,,"N/A","GPX","C971","Unknown",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000426","SITE_01650","Room_00020456","Audio Equipment","No",,"Unknown","Unknown","Denon","D-500","No",7.0000,,"No","N/A","No","No","About 30 years old","Living Room_1","Living Room"
"Appliance_00000368","SITE_01654","Room_00020495","Audio Equipment","No",,"Unknown","Unknown","Onkyo","TX-900","Unknown",8.0000,,"No","N/A","No","No","N/A","Garage_2","Garage"
"Appliance_00000459","SITE_01657","Room_00020524","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","Unknown",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000537","SITE_01660","Room_00020562","Audio Equipment","No",,"Unknown","Unknown","Sony","Cmt-cp1","Unknown",3.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000455","SITE_01663","Room_00020598","Audio Equipment","No",,"Unknown","Unknown","Pioneer","A-337","No",4.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000499","SITE_01669","Room_00020669","Audio Equipment","No",,"Unknown","Unknown","JVC","RX-707V","No",3.0000,,"No","N/A","No","No","Could not access the back of the receiver","Living Room_1","Living Room"
"Appliance_00000500","SITE_01669","Room_00020673","Audio Equipment","Yes",2007,,"N/A","Acer","M1118B","Unknown",2.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000486","SITE_01670","Room_00020678","Audio Equipment","No",,"Unknown","Unknown","RCA","RTB1023","Unknown",5.0000,,"Yes","No","No","Yes","N/A","Bedroom_4","Bedroom"
"Appliance_00000487","SITE_01670","Room_00020682","Audio Equipment","No",,"Unknown","Unknown","Sony","STR DH520","No",6.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000479","SITE_01671","Room_00020694","Audio Equipment","No",,"Unknown","Unknown","JVC","UX-GP5","Unknown",2.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000480","SITE_01671","Room_00020706","Audio Equipment","No",,"Unknown","Unknown","Onkyo","HT-R391","Unknown",3.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000492","SITE_01674","Room_00020741","Audio Equipment","No",,"Unknown","Unknown","Denon","AVR-1708","Unknown",3.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000493","SITE_01674","Room_00020750","Audio Equipment","No",,"Unknown","Unknown","Denon","AVR-3805","Unknown",2.0000,,"No","N/A","No","Yes","N/A","Family Room_2","Family Room"
"Appliance_00000373","SITE_01675","Room_00020756","Audio Equipment","No",,"Unknown","Unknown","Samsung","Unknown","No",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000271","SITE_01676","Room_00020769","Audio Equipment","No",1989,,"Unknown","Kenwood","Kx-w6010","No",5.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000315","SITE_01677","Room_00020774","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","No",5.0000,,"Yes","No","No","Yes","Cant really access any of it","Family Room_1","Family Room"
"Appliance_00000456","SITE_01679","Room_00020796","Audio Equipment","Yes",1985,,"N/A","Adcom","Good-565","No",8.0000,,"No","N/A","No","Yes","Amp, tuner, cd, cassette","Living Room_1","Living Room"
"Appliance_00000427","SITE_01680","Room_00020805","Audio Equipment","No",,"Unknown","Unknown","Pioneer","Vsx-455","No",3.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000348","SITE_01681","Room_00020821","Audio Equipment","No",,"Unknown","066711F43240098AE","Bose","Unknown","Unknown",1.0000,,"No","N/A","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000346","SITE_01686","Room_00020877","Audio Equipment","Yes",2010,,"N/A","Pioneer","VSX-31","Unknown",4.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000347","SITE_01686","Room_00020883","Audio Equipment","Yes",2009,,"N/A","Cambridge Soundworks","765i","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00023138","SITE_01687","Room_00025834","Audio Equipment","No",,"Unknown","T894128XZ","Yamaha","RX-V363","Unknown",3.0000,,"No","N/A","No","No","N/A","Living Room_2","Living Room"
"Appliance_00000910","SITE_01695","Room_00020964","Audio Equipment","No",,"Unknown","Unknown","Sony","cdp-cx53","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000911","SITE_01695","Room_00020964","Audio Equipment","No",,"Unknown","Unknown","Kenwood","kx-58w","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000912","SITE_01695","Room_00020964","Audio Equipment","No",,"Unknown","Unknown","Yamaha","r-5201","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000756","SITE_01696","Room_00020981","Audio Equipment","No",,"Unknown","Unknown","Mixed","Unknown","No",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000922","SITE_01703","Room_00021051","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","No",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000341","SITE_01711","Room_00021135","Audio Equipment","No",,"Unknown","Unknown","Sony","771","No",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000333","SITE_01716","Room_00021173","Audio Equipment","No",2008,,"Unknown","Onkyo","TX-8555","Yes",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000483","SITE_01719","Room_00021202","Audio Equipment","Yes",2006,,"N/A","Emerson","Pd6548pl","No",1.0000,,"No","N/A","No","No","N/A","Bathroom_1","Bathroom"
"Appliance_00000328","SITE_01720","Room_00021211","Audio Equipment","No",2006,,"Unknown","Onkyo","Tx-8222","No",1.0000,,"No","N/A","No","No","Stereo connected to speakers in living room, master bed, master bath, fam room. Volume control in each room","Mechanical_2","Mechanical"
"Appliance_00000321","SITE_01721","Room_00021225","Audio Equipment","No",,"Unknown","Unknown","ILive","ITB195B","Unknown",1.0000,,"No","N/A","No","Yes","No nameplate info","Bedroom_1","Bedroom"
"Appliance_00000329","SITE_01725","Room_00021257","Audio Equipment","No",2014,,"Unknown","Yamaha","Rex-v477","Yes",7.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000330","SITE_01725","Room_00021257","Audio Equipment","No",,"Unknown","Unknown","Bose","Wave","No",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000332","SITE_01728","Room_00021275","Audio Equipment","No",1993,,"Unknown","Yamaha","RX-770","No",3.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000244","SITE_01729","Room_00021295","Audio Equipment","No",2005,,"8820096","Sony","STR DE898","Yes",7.0000,,"Yes","Yes","No","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00000314","SITE_01731","Room_00021315","Audio Equipment","No",,"Unknown","Unknown","Insignia","Unknown","No",8.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000307","SITE_01734","Room_00021340","Audio Equipment","No",,"Unknown","12VG703902R","Samsung","Ps-wh450","No",1.0000,,"Yes","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00000299","SITE_01736","Room_00021378","Audio Equipment","No",,"Unknown","Unknown","Nikko","Unknown","Unknown",3.0000,,"No","N/A","No","No","N/A","Garage_2","Garage"
"Appliance_00000280","SITE_01736","Room_00021363","Audio Equipment","No",1993,,"F519555UW","Yamaha","Yst-sw60","No",1.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000281","SITE_01736","Room_00021363","Audio Equipment","No",,"Unknown","Unknown","Ads","Unknown","Unknown",1.0000,,"No","N/A","No","Yes","Wall mounted. No access","Living Room_1","Living Room"
"Appliance_00000242","SITE_01741","Room_00021412","Audio Equipment","No",,"Unknown","Unknown","RCA","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000275","SITE_01742","Room_00021422","Audio Equipment","No",1991,,"Unknown","Luxman","Lf-107u","No",6.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000327","SITE_01742","Room_00021424","Audio Equipment","No",1998,,"13311024","JVC","ME-EX90","No",6.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000320","SITE_01744","Room_00021440","Audio Equipment","Yes",2006,,"N/A","Coby","CS-P63","No",3.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000319","SITE_01756","Room_00021536","Audio Equipment","No",2004,,"Unknown","Panasonic","SA-HT920","Yes",5.0000,,"Yes","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000291","SITE_01761","Room_00021585","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Unknown","Unknown",3.0000,,"Yes","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000317","SITE_01763","Room_00021602","Audio Equipment","No",,"Unknown","Unknown","Technics","SA-GX550","No",4.0000,,"Yes","No","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000318","SITE_01763","Room_00021602","Audio Equipment","No",1993,,"Unknown","Technics","SL-PD847","No",1.0000,,"No","N/A","Unknown","No","Connected to AV receiver","Family Room_1","Family Room"
"Appliance_00000334","SITE_01765","Room_00021617","Audio Equipment","No",,"Unknown","Unknown","Denon","DRA-275R","No",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000662","SITE_01776","Room_00021693","Audio Equipment","No",,"Unknown","56270671600","Philips","MC235B","Unknown",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000757","SITE_01778","Room_00021708","Audio Equipment","Yes",2013,,"N/A","Rega","Abrio","No",6.0000,,"No","N/A","No","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00000758","SITE_01778","Room_00021708","Audio Equipment","No",,"Unknown","Unknown","Furman","Pl Plus C","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000363","SITE_01781","Room_00021728","Audio Equipment","No",,"Unknown","Unknown","Samsung","Unknown","Unknown",2.0000,,"Yes","No","No","Yes","Soundbar and sub","Living Room_1","Living Room"
"Appliance_00000759","SITE_01782","Room_00021739","Audio Equipment","No",,"Unknown","60723191","Sharp","XL-MP130","No",3.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000760","SITE_01786","Room_00021769","Audio Equipment","No",,"Unknown","Y185505ZP","Yamaha","Rx-770","No",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000761","SITE_01787","Room_00021778","Audio Equipment","No",,"Unknown","Unknown","Ihome","iA91","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000762","SITE_01788","Room_00021784","Audio Equipment","No",,"Unknown","034036C63125498AC","Bose","Awr1b1","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000763","SITE_01791","Room_00021817","Audio Equipment","No",,"Unknown","GK2GB004525","Panasonic","SA-PM12","No",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000295","SITE_01796","Room_00021867","Audio Equipment","No",,"Unknown","Unknown","Sony","STR-K502P","No",4.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000241","SITE_01799","Room_00021903","Audio Equipment","No",,"Unknown","Unknown","Altec-Lansing","Unknown","No",1.0000,,"Yes","No","No","No","No label","Living Room_1","Living Room"
"Appliance_00000266","SITE_01800","Room_00021910","Audio Equipment","No",,"Unknown","Unknown","Denon","Unknown","No",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000304","SITE_01802","Room_00021934","Audio Equipment","No",,"Unknown","Unknown","LG","Unknown","Unknown",2.0000,,"Yes","No","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000270","SITE_01803","Room_00021940","Audio Equipment","No",1993,,"Unknown","Yamaha","RX-S70","No",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000240","SITE_01805","Room_00021955","Audio Equipment","No",2015,,"070213952811845AE","Bose","417788-wms","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000265","SITE_01806","Room_00021960","Audio Equipment","No",,"Unknown","Unknown","Pioneer","VSX-522","No",1.0000,,"No","N/A","No","No","N/A","Hall_1","Hall"
"Appliance_00000279","SITE_01809","Room_00021982","Audio Equipment","No",,"Unknown","045598098","Klipsch","Unknown","No",2.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000430","SITE_01814","Room_00022030","Audio Equipment","No",,"Unknown","Unknown","Marantz","Sr7000","No",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000474","SITE_01816","Room_00022038","Audio Equipment","No",,"Unknown","10515340","Sharp","CDDH950P","No",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000764","SITE_01820","Room_00022081","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Unknown","No",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000765","SITE_01822","Room_00022106","Audio Equipment","No",,"Unknown","S-0223A","Logitech","X-540","No",6.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000766","SITE_01822","Room_00022109","Audio Equipment","No",,"Unknown","Unknown","Monsoon","Unknown","No",3.0000,,"Yes","No","No","No","No label","Bedroom_2","Bedroom"
"Appliance_00000767","SITE_01822","Room_00022109","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","No",2.0000,,"No","N/A","No","No","No label","Bedroom_2","Bedroom"
"Appliance_00000768","SITE_01824","Room_00022125","Audio Equipment","No",,"Unknown","60610 FDUS0074151","Altec-Lansing","Bx1020","No",2.0000,,"No","N/A","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00000769","SITE_01824","Room_00022125","Audio Equipment","No",,"Unknown","03C10213","Ten-tec","238 b","No",1.0000,,"No","N/A","No","Unknown","Antenna tuner","Bedroom_6","Bedroom"
"Appliance_00000770","SITE_01824","Room_00022125","Audio Equipment","No",,"Unknown","Unknown","Ten-tec","Jupiter","No",1.0000,,"No","N/A","No","No","Not sure what this is","Bedroom_6","Bedroom"
"Appliance_00000771","SITE_01824","Room_00022125","Audio Equipment","No",,"Unknown","Unknown","Swan","Psu-6","No",1.0000,,"No","N/A","No","No","Not sure what this is","Bedroom_6","Bedroom"
"Appliance_00000772","SITE_01824","Room_00022129","Audio Equipment","No",,"Unknown","RXA109BAILA07.06182K4416","Sherwood","Rx-4109","Yes",4.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000773","SITE_01827","Room_00022167","Audio Equipment","No",,"Unknown","Unknown","JVC","RC-QS10","No",1.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00000774","SITE_01828","Room_00022183","Audio Equipment","No",,"Unknown","Unknown","Bose","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00000775","SITE_01831","Room_00022211","Audio Equipment","Yes",2015,,"N/A","Samsung","HW-J355","Yes",2.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000776","SITE_01841","Room_00022345","Audio Equipment","No",,"Unknown","Unknown","Yamaha","CR-620","No",5.0000,,"Yes","No","No","Yes","N/A","Garage_2","Garage"
"Appliance_00000777","SITE_01844","Room_00022384","Audio Equipment","No",,"Unknown","Unknown","Sharp","Cp-r300(gy)","No",1.0000,,"No","N/A","No","No","3 watt handling capacity","Bedroom_6","Bedroom"
"Appliance_00000778","SITE_01844","Room_00022385","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Sc-htb70","Yes",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000779","SITE_01846","Room_00022416","Audio Equipment","No",,"Unknown","SZZOSUAR3003723","Vizio","10612170241","No",2.0000,,"Yes","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000780","SITE_01846","Room_00022423","Audio Equipment","No",,"Unknown","Unknown","Genius","Sw-g2. 1 2000","Unknown",3.0000,,"Yes","No","Unknown","No","N/A","Office_1","Office"
"Appliance_00000781","SITE_01847","Room_00022427","Audio Equipment","No",,"Unknown","Unknown","Denon","AVR-788","No",3.0000,,"Yes","No","No","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00000782","SITE_01847","Room_00022429","Audio Equipment","No",,"Unknown","Unknown","Timex","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Bathroom_6","Bathroom"
"Appliance_00000783","SITE_01847","Room_00022430","Audio Equipment","No",,"Unknown","Unknown","Harman/Kardon","AVR330","No",3.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000784","SITE_01847","Room_00022432","Audio Equipment","No",,"Unknown","Unknown","SoundDesign","Unknown","Unknown",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000785","SITE_01847","Room_00022433","Audio Equipment","No",,"Unknown","Unknown","Denon","AVR-900","No",5.0000,,"Yes","Yes","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00000786","SITE_01848","Room_00022438","Audio Equipment","No",,"Unknown","HX9DA04660","Technics","Sb-hd505","No",2.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000787","SITE_01848","Room_00022446","Audio Equipment","Yes",1998,,"N/A","RCA","Rp-9115c","No",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000788","SITE_01850","Room_00022476","Audio Equipment","No",,"Unknown","Unknown","Pioneer","Vsx-5300","No",4.0000,,"No","N/A","No","No","N/A","Garage_2","Garage"
"Appliance_00000789","SITE_01851","Room_00022484","Audio Equipment","No",,"Unknown","Unknown","Kenwood","Kr-720","No",5.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000790","SITE_01855","Room_00022536","Audio Equipment","No",,"Unknown","Unknown","JVC","Rx-509v","No",5.0000,,"No","N/A","No","Yes","Customer hardly uses","Bedroom_1","Bedroom"
"Appliance_00000791","SITE_01858","Room_00022570","Audio Equipment","No",,"Unknown","Unknown","Pioneer","Vsx-d557","No",9.0000,,"Yes","Yes","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000792","SITE_01858","Room_00022579","Audio Equipment","No",,"Unknown","Unknown","RCA","Unknown","Unknown",1.0000,,"No","N/A","No","Yes","Soundbar","Bedroom_3","Bedroom"
"Appliance_00001229","SITE_01859","Room_00022594","Audio Equipment","No",,"Unknown","Unknown","Falcon","Unknown","No",5.0000,,"No","N/A","No","No","Speakers in ceiling","Hall_8","Hall"
"Appliance_00001223","SITE_01861","Room_00022612","Audio Equipment","No",,"Unknown","PA122J452B1159","RCA","RTD317-A","Yes",4.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001211","SITE_01862","Room_00022618","Audio Equipment","No",,"Unknown","Unknown","Polaroid","pbt3018","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001241","SITE_01864","Room_00022634","Audio Equipment","No",,"Unknown","Unknown","Dell","Unknown","No",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001224","SITE_01867","Room_00022681","Audio Equipment","No",,"Unknown","Unknown","Panasonic","SA-AK230","No",2.0000,,"No","N/A","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00001197","SITE_01870","Room_00022716","Audio Equipment","No",,"Unknown","Unknown","Ilive","B23","Unknown",1.0000,,"No","N/A","Unknown","Unknown","Wireless for iphone","Bedroom_3","Bedroom"
"Appliance_00000793","SITE_01876","Room_00022766","Audio Equipment","No",,"Unknown","Unknown","Emerson","Unknown","Unknown",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000794","SITE_01876","Room_00022770","Audio Equipment","No",,"Unknown","Unknown","Panasonic","SC-HC20","Yes",1.0000,,"No","N/A","Unknown","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000795","SITE_01877","Room_00022772","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","No",2.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000796","SITE_01880","Room_00022793","Audio Equipment","No",,"Unknown","Unknown","Harman/Kardon","Sound sticks iii","No",3.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000797","SITE_01881","Room_00022801","Audio Equipment","Yes",2010,,"N/A","Samsung","Ps-cw0","No",6.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000798","SITE_01883","Room_00022819","Audio Equipment","No",,"Unknown","Unknown","Yamaha","HTR5930","No",4.0000,,"Yes","Yes","No","No","N/A","Bedroom_7","Bedroom"
"Appliance_00000799","SITE_01885","Room_00022831","Audio Equipment","No",,"Unknown","040274Z12901249BP","Bose","Companion II","No",2.0000,,"No","N/A","No","No","N/A","Kitchen_2","Kitchen"
"Appliance_00000800","SITE_01886","Room_00022846","Audio Equipment","No",,"Unknown","Unknown","JVC","RCBM5","No",1.0000,,"No","N/A","No","No","N/A","Living Room_3","Living Room"
"Appliance_00000801","SITE_01887","Room_00022847","Audio Equipment","No",,"Unknown","Unknown","Pioneer","RX-451","No",8.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000802","SITE_01890","Room_00022882","Audio Equipment","No",,"Unknown","Unknown","Sony","Let-d990","No",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000276","SITE_01891","Room_00022894","Audio Equipment","No",1982,,"Unknown","JVC","R-x80","No",5.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000508","SITE_01894","Room_00022954","Audio Equipment","No",,"Unknown","Unknown","NAD","C 356bee","Unknown",5.0000,,"No","N/A","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000364","SITE_01899","Room_00023017","Audio Equipment","No",,"Unknown","Unknown","Yamaha","Htr-3064","Unknown",7.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000546","SITE_01904","Room_00023095","Audio Equipment","No",,"Unknown","Unknown","Yamaha","RX-V471","No",3.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000513","SITE_01907","Room_00023148","Audio Equipment","No",,"Unknown","Unknown","Kenwood","KA-94","No",3.0000,,"No","N/A","No","No","N/A","Other_1","Other"
"Appliance_00000512","SITE_01909","Room_00023173","Audio Equipment","No",,"Unknown","Unknown","Logitech","S-0115a","No",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000331","SITE_01910","Room_00023183","Audio Equipment","No",,"Unknown","Unknown","Sony","Mhc-909ip","Unknown",4.0000,,"Yes","No","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000509","SITE_01911","Room_00023204","Audio Equipment","No",,"Unknown","Unknown","Integra","Dtr-5.4","Unknown",6.0000,,"Yes","Yes","Unknown","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000510","SITE_01911","Room_00023205","Audio Equipment","No",,"Unknown","023075C41115209AC","Bose","Awrc1p","Unknown",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000547","SITE_01914","Room_00023237","Audio Equipment","Yes",2015,,"N/A","Samsung","He-j450","Yes",1.0000,,"Yes","No","Unknown","Yes","Sound bar","Living Room_1","Living Room"
"Appliance_00000345","SITE_01918","Room_00023297","Audio Equipment","Yes",2001,,"N/A","Philips","AZ1008/17","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000349","SITE_01919","Room_00023311","Audio Equipment","No",,"Unknown","Unknown","Panasonic","Unknown","Unknown",5.0000,,"Yes","Unknown","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000323","SITE_01920","Room_00023325","Audio Equipment","No",,"Unknown","Unknown","Unknown","8411","Unknown",2.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000324","SITE_01920","Room_00023330","Audio Equipment","No",,"Unknown","033975C51070733AC","Bose","AWRCC1","No",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
