"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Primary","Stove Fuel","Oven Fuel","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00013731","SITE_01215","Room_00017334","Stove/Oven","Unknown",,"Unknown","Unknown","Whirlpool","Rf365pxkw","No","No","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00013737","SITE_01215","Room_00017339","Stove/Oven","Unknown",,"Unknown","Unknown","Sears","790.90921403","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013795","SITE_01216","Room_00017352","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","JGBP28SET2SS","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014509","SITE_01217","Room_00017373","Stove/Oven","No",2010,,"NF04811229","Frigidaire","Fcs388whcd","Unknown","Yes","Gas","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014300","SITE_01218","Room_00017382","Stove/Oven","No",2010,,"RT230382G","General Electric","Jbp25w y3ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014299","SITE_01219","Room_00017397","Stove/Oven","No",2002,,"RM0229261","Whirlpool","Re378lxkq","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014301","SITE_01220","Room_00017409","Stove/Oven","No",,"Unknown","HD255941Q","General Electric","Jb250df1ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014302","SITE_01221","Room_00017422","Stove/Oven","No",1998,,"12552570UM","Maytag","Cer1140aaw","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014733","SITE_01222","Room_00017431","Stove/Oven","Yes",2017,,"N/A","LG","LRE3061ST/00","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014870","SITE_01223","Room_00017439","Stove/Oven","No",2013,,"VF35133664","Frigidaire","Fefl89ccb","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014864","SITE_01224","Room_00017451","Stove/Oven","Yes",2007,,"N/A","Frigidaire","FES300ESD","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014696","SITE_01225","Room_00017467","Stove/Oven","No",,"Unknown","126645492398","Magic Chef","35FA-7","Unknown","Yes","Electric","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00014694","SITE_01226","Room_00017477","Stove/Oven","No",1993,,"XC1002191","Whirlpool","RB260PXYB","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014695","SITE_01226","Room_00017477","Stove/Oven","No",,"Unknown","FFEC3024LW1","Frigidaire","3F63101959","Unknown","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014780","SITE_01227","Room_00017490","Stove/Oven","No",,"Unknown","Unknown","Royal Chef","Unknown","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014722","SITE_01228","Room_00017494","Stove/Oven","No",1999,,"9908188188","Amana","AK2T30E4","Unknown","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014723","SITE_01228","Room_00017494","Stove/Oven","No",,"Unknown","Unknown","Tappan","Unknown","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014739","SITE_01229","Room_00017501","Stove/Oven","No",1999,,"15351894WY","Magic Chef","CER3540AAL","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014306","SITE_01230","Room_00017512","Stove/Oven","No",2011,,"GV210927R","Hotpoint","RB758DP1WW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014308","SITE_01231","Room_00017518","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","Unknown","No","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014307","SITE_01232","Room_00017525","Stove/Oven","No",2014,,"TD164120P","General Electric","JBS03BC3WH","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014298","SITE_01233","Room_00017537","Stove/Oven","No",2011,,"R11547137","Amana","Aer3311waw0","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014262","SITE_01234","Room_00017545","Stove/Oven","No",2014,,"LD400666G","General Electric","J mp2600j5ad","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014295","SITE_01235","Room_00017553","Stove/Oven","No",,"Unknown","R63976225","Whirlpool","Wfc310s0ew0","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014249","SITE_01236","Room_00017560","Stove/Oven","No",2016,,"R64210829","Whirlpool","WEC310S0FW0","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014790","SITE_01237","Room_00017572","Stove/Oven","No",,"Unknown","VF01859745","Frigidaire","FFEF3011LWA","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014253","SITE_01238","Room_00017576","Stove/Oven","No",,"Unknown","DA235358R","Hotpoint","R B5260 P1WW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014244","SITE_01239","Room_00017586","Stove/Oven","No",,"Unknown","VF43889435","Frigidaire","Ffef3015pwb","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014247","SITE_01240","Room_00017599","Stove/Oven","No",,"Unknown","Unknown","Danby","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014751","SITE_01241","Room_00017606","Stove/Oven","No",2016,,"AF63301812","Frigidaire","FFED3025PWE","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014862","SITE_01242","Room_00017609","Stove/Oven","No",2012,,"AZ126933R","Hotpoint","RB525DP2WH","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014713","SITE_01243","Room_00017619","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014697","SITE_01244","Room_00017626","Stove/Oven","No",2006,,"TL2 57841Q","General Electric","J BP70B0K4BB","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022919","SITE_01245","Room_00010072","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014936","SITE_01246","Room_00017635","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014735","SITE_01247","Room_00017643","Stove/Oven","No",1997,,"FG0439894","Whirlpool","RF375PXDW0","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014937","SITE_01248","Room_00017650","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022964","SITE_01249","Room_00017652","Stove/Oven","No",,"Unknown","VF139330R","Hot Point","R b525 h2wh","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022965","SITE_01250","Room_00017660","Stove/Oven","No",,"Unknown","VF40887773","Frigidaire","Ffef3015lsm","Unknown","Yes","Electric","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00022966","SITE_01252","Room_00017675","Stove/Oven","No",,"Unknown","SM136575G","GE","J bs03 v1wh","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014773","SITE_01253","Room_00017683","Stove/Oven","No",,"Unknown","VF63428680","Frigidaire","ffef3015pwb","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014938","SITE_01254","Room_00017691","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014778","SITE_01255","Room_00017696","Stove/Oven","No",1994,,"FD3503320","Roper","FEP330BW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014756","SITE_01256","Room_00017702","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Unknown","No","Yes","Electric","Electric","No","Stove/Oven: Mfg plate has worn considerably.","Kitchen_1","Kitchen"
"Appliance_00022967","SITE_01257","Room_00017714","Stove/Oven","No",1996,,"FF2410478","Whirlpool","RF362BBDW","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014939","SITE_01258","Room_00017718","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014755","SITE_01259","Room_00017728","Stove/Oven","No",2013,,"R34823770","Amana","ACR3130BAX0","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014940","SITE_01260","Room_00017741","Stove/Oven","No",,"Unknown","RD270881Q","General Electric","Jb630df1ww","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014941","SITE_01261","Room_00017742","Stove/Oven","No",2015,,"SM1655","General Electric","Jbs27wh2ww","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014749","SITE_01262","Room_00017754","Stove/Oven","No",2014,,"VF40751168","Crosley","Cre3510lwe","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014747","SITE_01263","Room_00017768","Stove/Oven","No",2012,,"GZ113635R","Hotpoint","Rb525 c1wh","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014942","SITE_01264","Room_00017774","Stove/Oven","No",,"Unknown","M V159921 G","General Electric","J AS02 001WH","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014745","SITE_01265","Room_00017782","Stove/Oven","No",1998,,"RH4526738","Roper","Fep3106w","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014775","SITE_01266","Room_00017791","Stove/Oven","No",2008,,"VF83344220","Frigidaire","FEF354GSB","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014724","SITE_01267","Room_00017796","Stove/Oven","No",1998,,"RT112971Q","RCA","LEB131G0Y2WH","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014779","SITE_01268","Room_00017803","Stove/Oven","No",,"Unknown","RF92249D","Hotpoint","RB5250T3WH","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014776","SITE_01269","Room_00017816","Stove/Oven","No",2008,,"HR2 59322Q","General Electric","J SP39W K5WW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014943","SITE_01270","Room_00017822","Stove/Oven","No",2016,,"TF281350Q","General Electric","Jb250rf4ss","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014944","SITE_01271","Room_00017832","Stove/Oven","No",,"Unknown","RG4828021","Roper","Fep310ew","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014945","SITE_01273","Room_00017856","Stove/Oven","No",,"Unknown","VF32639147","Frigidaire","Ffef3011lwd","Unknown","Yes","Electric","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00014946","SITE_01274","Room_00017864","Stove/Oven","No",,"Unknown","9808158637","Amana","ARRS6550LL","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014833","SITE_01275","Room_00017877","Stove/Oven","No",1998,,"RH3913683","Whirlpool","Rf382bx6w","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014947","SITE_01276","Room_00017881","Stove/Oven","No",,"Unknown","VF24484755","Frigidaire","FFEF3016LBF","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014717","SITE_01277","Room_00017893","Stove/Oven","No",1995,,"FE3117917","Roper","FEP310BW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014871","SITE_01278","Room_00017906","Stove/Oven","No",2003,,"3H219591Q","Kenmore","911.93602003","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014748","SITE_01279","Room_00017919","Stove/Oven","No",1999,,"RJ4259954","Roper","Fep310gw","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014948","SITE_01280","Room_00017930","Stove/Oven","No",,"Unknown","TR232232R","Hotpoint","R87540n7wh","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022968","SITE_01281","Room_00017937","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014949","SITE_01282","Room_00017946","Stove/Oven","No",,"Unknown","FR150410P","General Electric","J BS07 M1WW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014772","SITE_01283","Room_00017956","Stove/Oven","No",,"Unknown","19912872EG","Maytag","cer1110aah","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014950","SITE_01284","Room_00017961","Stove/Oven","No",,"Unknown","RH1414310","Roper","Fep320ew","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014845","SITE_01285","Room_00017968","Stove/Oven","No",2008,,"VF81543932","Kenmore","790.90830602","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014850","SITE_01286","Room_00017979","Stove/Oven","No",2015,,"VF50428260","Frigidaire","FFEF3011LWF","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014754","SITE_01287","Room_00017982","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014827","SITE_01288","Room_00017988","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014849","SITE_01289","Room_00017998","Stove/Oven","No",1993,,"FC2609458","Whirlpool","RF360BXYW 1","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014847","SITE_01290","Room_00018005","Stove/Oven","No",2013,,"GA111358H","Hotpoint","R B525 0J4AD","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014846","SITE_01291","Room_00018011","Stove/Oven","No",2010,,"VE02110874","Amana","AGG222VDW0","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014841","SITE_01292","Room_00018017","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Unknown","No","Yes","Gas","Gas","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014759","SITE_01293","Room_00018024","Stove/Oven","No",1978,,"F83506034","Whirlpool","RS6700XKN 4","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014760","SITE_01294","Room_00018039","Stove/Oven","No",,"Unknown","1998587EE","Magic Chef","CER1110AAH","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014254","SITE_01295","Room_00018053","Stove/Oven","No",2010,,"VF04954194","Frigidaire","FFEF3050LSF","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014297","SITE_01296","Room_00018068","Stove/Oven","No",1997,,"14850011SZ","Maytag","Sve47600b","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014269","SITE_01297","Room_00018078","Stove/Oven","No",,"Unknown","Unknown","Tappan","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014782","SITE_01298","Room_00018094","Stove/Oven","No",2002,,"VF22032161","Kenmore","790.95662102","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014838","SITE_01299","Room_00018101","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Rbh-g5533","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014770","SITE_01300","Room_00018109","Stove/Oven","No",,"Unknown","N74218587","Frigidaire","fes365ece","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014851","SITE_01301","Room_00018128","Stove/Oven","No",1980,,"R00337093","Estate","TES325VQ 0","Unknown","Yes","Electric","Gas","No","N/A","Kitchen_3","Kitchen"
"Appliance_00014746","SITE_01302","Room_00018140","Stove/Oven","No",2008,,"RS217266Q","General Electric","Jbp35dm1ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014844","SITE_01303","Room_00018147","Stove/Oven","No",2014,,"FD157752P","General Electric","Jbs07 c2ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014743","SITE_01304","Room_00018163","Stove/Oven","No",2013,,"VF32857179","Kenmore","790.94182310","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014774","SITE_01305","Room_00018171","Stove/Oven","No",2016,,"SG263485R","Hotpoint","r b526d h2bb","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014701","SITE_01306","Room_00018186","Stove/Oven","Yes",1999,,"N/A","Dacor","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014716","SITE_01307","Room_00018198","Stove/Oven","No",,"Unknown","FG31483","General Electric","J MS27 001AD","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014777","SITE_01308","Room_00018220","Stove/Oven","No",2016,,"R62516229","KitchenAid","KSDG950ESS0","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014768","SITE_01309","Room_00018226","Stove/Oven","No",2015,,"TF2 48827Q","General Electric","J BP69COH1CC","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014700","SITE_01310","Room_00018241","Stove/Oven","No",2014,,"VF41684463","Kenmore","79093002310","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014702","SITE_01311","Room_00018247","Stove/Oven","No",,"Unknown","Unknown","Dacor","Unknown","No","Yes","No Stove","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00014703","SITE_01311","Room_00018247","Stove/Oven","No",,"Unknown","Unknown","Unknown","Unknown","No","Yes","Propane","No oven","No","N/A","Living Room_1","Living Room"
"Appliance_00014706","SITE_01312","Room_00018273","Stove/Oven","No",2010,,"LT2 47683Q","General Electric","j bp23d","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014766","SITE_01313","Room_00018283","Stove/Oven","No",2015,,"AF52200703","Frigidaire","FFES3025PSC","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014698","SITE_01314","Room_00018297","Stove/Oven","No",,"Unknown","Unknown","KitchenAid","Unknown","Unknown","Yes","Propane","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014842","SITE_01315","Room_00018306","Stove/Oven","No",2013,,"VF30973289","Kenmore","790.72603013","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014719","SITE_01316","Room_00018329","Stove/Oven","No",2007,,"SM6 25429Q","General Electric","ZET 1S0M1SS","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014763","SITE_01317","Room_00018336","Stove/Oven","No",,"Unknown","910900027","Thermador","MEMCW301EP/09","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014764","SITE_01317","Room_00018336","Stove/Oven","No",,"Unknown","Unknown","LG","Unknown","Unknown","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014767","SITE_01318","Room_00018352","Stove/Oven","No",2003,,"IMP2227068","Whirlpool","GW395LEGQ6","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014737","SITE_01319","Room_00018368","Stove/Oven","No",,"Unknown","Unknown","Kenmore","Unknown","No","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014738","SITE_01319","Room_00018368","Stove/Oven","No",2008,,"RR644350Q","General Electric","UGR.P17WEW1WW","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014863","SITE_01320","Room_00018372","Stove/Oven","No",2005,,"14744217EC","Amana","AER5515QAW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014731","SITE_01321","Room_00018395","Stove/Oven","No",2014,,"D44418410","Whirlpool","WGE755C0BS00","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014783","SITE_01322","Room_00018411","Stove/Oven","No",1994,,"13604897KH","Jenn Air","SCE4340W","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014848","SITE_01324","Room_00018429","Stove/Oven","No",1990,,"FX4003070","Whirlpool","RF3165XWN","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014835","SITE_01325","Room_00018442","Stove/Oven","No",,"Unknown","18201805","Wolf","Cg365t/s","Unknown","Yes","Gas","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014836","SITE_01325","Room_00018442","Stove/Oven","No",2016,,"D64315511","KitchenAid","Kode500ess02","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014693","SITE_01326","Room_00018451","Stove/Oven","No",,"Unknown","Unknown","General Electric","Unknown","Unknown","Yes","Gas","Gas","No","Stove/Oven: Double oven, convection. No name plate in oven","Kitchen_1","Kitchen"
"Appliance_00014699","SITE_01327","Room_00018474","Stove/Oven","No",2010,,"VF04365743","Kenmore","790.90313010","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014781","SITE_01328","Room_00018484","Stove/Oven","No",2012,,"VF20735714","Frigidaire","FEF355ASA","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014872","SITE_01329","Room_00018495","Stove/Oven","Yes",2013,,"N/A","Samsung","Ne595r0absr","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014740","SITE_01330","Room_00018508","Stove/Oven","Yes",2006,,"N/A","LG","LRE30451ST","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014734","SITE_01331","Room_00018515","Stove/Oven","No",2009,,"19966867LJ","Maytag","MER5765RAW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014742","SITE_01332","Room_00018529","Stove/Oven","No",1997,,"30507724SB","Maytag","Chg9800bae","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014691","SITE_01333","Room_00018545","Stove/Oven","No",2012,,"WF23774265","Frigidaire","Lgef3033kwg","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014686","SITE_01334","Room_00018563","Stove/Oven","No",,"Unknown","Unknown","Maytag","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014741","SITE_01335","Room_00018587","Stove/Oven","No",2013,,"VF31705762","Frigidaire","Glef396csa","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014867","SITE_01336","Room_00018593","Stove/Oven","No",2015,,"GF225883G","General Electric","JBP26G0P1AD","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014771","SITE_01337","Room_00018607","Stove/Oven","No",2015,,"R52427736","Whirlpool","weg730h0ds0","Unknown","Yes","Gas","Gas","No","N/A","Dining Room_1","Dining Room"
"Appliance_00014688","SITE_01338","Room_00018611","Stove/Oven","Yes",2003,,"N/A","Frigidaire","Gleb30s8csb","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014689","SITE_01338","Room_00018611","Stove/Oven","Yes",2003,,"N/A","Frigidaire","Glec30s8csa","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014784","SITE_01339","Room_00018633","Stove/Oven","No",,"Unknown","VF6382050","Frigidaire","FEF355ESB","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014721","SITE_01340","Room_00018648","Stove/Oven","No",2013,,"VF30656934","Kenmore","790.78303014","Unknown","Yes","Propane","Propane","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014730","SITE_01341","Room_00018665","Stove/Oven","No",1995,,"IME0931118","KitchenAid","KERS507YAL2","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014752","SITE_01342","Room_00018670","Stove/Oven","No",2012,,"AZ5008416","General Electric","JKS060J3AD","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014687","SITE_01343","Room_00018685","Stove/Oven","No",,"Unknown","9H1074580","Sears","911.95482990","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014765","SITE_01344","Room_00018703","Stove/Oven","No",2011,,"VF12207346","Frigidaire","FEF355AWA","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014720","SITE_01345","Room_00018713","Stove/Oven","No",2015,,"VF202110G","General Electric","J B550G B2WH","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014692","SITE_01346","Room_00018726","Stove/Oven","No",2008,,"RW0313118","Whirlpool","Rf111pxsq-1","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014769","SITE_01347","Room_00018741","Stove/Oven","Yes",2011,,"N/A","LG","LRE30453ST/02","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014829","SITE_01348","Room_00018753","Stove/Oven","No",2013,,"VF35197623","Kenmore","790.94159310","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014951","SITE_01349","Room_00018766","Stove/Oven","No",,"Unknown","VF12202161","Frigidaire","Fef357asa","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014828","SITE_01350","Room_00018785","Stove/Oven","No",2017,,"GH298214Q","General Electric","JKPP55W0P2WG","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014952","SITE_01351","Room_00018794","Stove/Oven","No",,"Unknown","Unknown","Sears","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014839","SITE_01352","Room_00018808","Stove/Oven","No",2016,,"396030088127001259","Thermador","Prg304gh/21","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
