"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Primary Dryer","Washer-Dryer Matched Pair","Dryer Fuel","Dryer Gas Line Available","Heat Pump Dryer","Dryer Vented","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00006688","SITE_00227","Room_00008620","Dryer","No",,"Unknown","206KWPV3G312","Kenmore","796.81272210","No","Yes","Yes","Electric","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006662","SITE_00228","Room_00008647","Dryer","No",,"Unknown","MP4575447","Whirlpool","Ler4634jq1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006659","SITE_00229","Room_00008663","Dryer","No",2000,,"28796576YD","Maytag","Mdg4000bww","No","Yes","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006657","SITE_00230","Room_00008670","Dryer","No",2009,,"SS748351A","General Electric","Dbxr463eg6ww","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006637","SITE_00231","Room_00008692","Dryer","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","N/A","Laundry_1","Laundry"
"Appliance_00006639","SITE_00232","Room_00008699","Dryer","No",2014,,"409KWGG42727","Kenmore","796.81072310","No","Yes","Yes","Electric","No","No","Yes","Yes","N/A","Laundry_1","Laundry"
"Appliance_00005009","SITE_00233","Room_00000039","Dryer","No",,"Unknown","Unknown","Kenmore","110.6012510","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005010","SITE_00234","Room_00000050","Dryer","No",,"Unknown","Unknown","Roper","RED4640YQ1","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005011","SITE_00235","Room_00000070","Dryer","No",,"Unknown","Unknown","Whirlpool","Ler7646eq2","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005012","SITE_00236","Room_00000091","Dryer","No",,"Unknown","Unknown","Whirlpool","LER8648LW0","Unknown","Yes","Yes","Electric","Yes","No","Yes","No","N/A","Mechanical_1","Mechanical"
"Appliance_00005013","SITE_00237","Room_00000103","Dryer","No",,"Unknown","Unknown","Maytag","MEDX700AG1","No","Yes","Yes","Electric","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005014","SITE_00238","Room_00000118","Dryer","No",,"Unknown","Unknown","Maytag","MDE308DAYW","No","Yes","No","Electric","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005015","SITE_00239","Room_00000131","Dryer","No",,"Unknown","Unknown","Hotpoint","HTDX100ED5WW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005016","SITE_00240","Room_00000140","Dryer","No",,"Unknown","Unknown","Amana","Ned4500vq0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005017","SITE_00241","Room_00000157","Dryer","No",,"Unknown","Unknown","Whirlpool","Len2000pg1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005018","SITE_00242","Room_00000170","Dryer","No",,"Unknown","Unknown","Kenmore","110.61202013","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005019","SITE_00243","Room_00000187","Dryer","No",,"Unknown","Unknown","Kenmore","96110100","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005020","SITE_00244","Room_00000201","Dryer","No",,"Unknown","Unknown","Amana","Le8317w2","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005021","SITE_00245","Room_00000208","Dryer","No",,"Unknown","Unknown","Kenmore","110.67622600","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00005022","SITE_00246","Room_00000230","Dryer","No",,"Unknown","Unknown","Kirkland","Seds800hq0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005023","SITE_00247","Room_00000247","Dryer","No",,"Unknown","Unknown","LG","DLE2516W","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005024","SITE_00248","Room_00000263","Dryer","No",,"Unknown","Unknown","Whirlpool","GEW9250PW1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005025","SITE_00249","Room_00000275","Dryer","No",,"Unknown","Unknown","Maytag","Medc400vw0","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005026","SITE_00250","Room_00000287","Dryer","No",,"Unknown","Unknown","Hotpoint","Nvlr333evoww","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005027","SITE_00251","Room_00000299","Dryer","No",,"Unknown","Unknown","Maytag","MEDZ600TB2","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005028","SITE_00252","Room_00000310","Dryer","No",,"Unknown","Unknown","Whirlpool","Wed7300xw0","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005029","SITE_00253","Room_00000323","Dryer","No",,"Unknown","Unknown","Whirlpool","Ler4634jqo","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005030","SITE_00254","Room_00000331","Dryer","No",,"Unknown","Unknown","Kenmore","Unknown","Unknown","Yes","Yes","Electric","Yes","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00005031","SITE_00255","Room_00000345","Dryer","No",,"Unknown","Unknown","General Electric","Dde7109sblaa","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005032","SITE_00256","Room_00000356","Dryer","No",,"Unknown","Unknown","Whirlpool","Res7646kq2","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005033","SITE_00257","Room_00000373","Dryer","No",,"Unknown","Unknown","Kenmore","110.63952102","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005034","SITE_00258","Room_00000386","Dryer","No",,"Unknown","Unknown","Whirlpool","Ler4634jq0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005035","SITE_00259","Room_00000404","Dryer","No",,"Unknown","Unknown","Whirlpool","Wed4800xq4","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005036","SITE_00260","Room_00000421","Dryer","Yes",2014,,"N/A","Electrolux","Eimed60lt3","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005037","SITE_00261","Room_00000438","Dryer","Yes",2016,,"N/A","Maytag","Med7000aw0","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005038","SITE_00262","Room_00000452","Dryer","No",,"Unknown","Unknown","Sears","110.69622800","No","Yes","No","Electric","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005039","SITE_00263","Room_00000475","Dryer","No",,"Unknown","Unknown","LG","Unknown","Unknown","Yes","Yes","Electric","No","No","Yes","No","No information sticker.","Laundry_1","Laundry"
"Appliance_00005040","SITE_00264","Room_00000494","Dryer","No",,"Unknown","Unknown","Kenmore","110.62922100","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005041","SITE_00265","Room_00000507","Dryer","No",,"Unknown","Unknown","Maytag","Mde9316ayw","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005042","SITE_00266","Room_00000520","Dryer","No",,"Unknown","Unknown","Kenmore","110.68652700","Unknown","Yes","Yes","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005043","SITE_00267","Room_00000534","Dryer","No",,"Unknown","Unknown","Kirkland","Sedx600mq0","Unknown","Yes","Yes","Electric","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005044","SITE_00268","Room_00000544","Dryer","No",,"Unknown","Unknown","Maytag","MED56000TQ0","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005045","SITE_00269","Room_00000559","Dryer","No",,"Unknown","Unknown","Maytag","Unknown","Unknown","Yes","Yes","Electric","Yes","No","No","No","N/A","Laundry_1","Laundry"
"Appliance_00005046","SITE_00270","Room_00000572","Dryer","No",,"Unknown","Unknown","Kenmore","81182310","Unknown","Yes","Yes","Propane","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005047","SITE_00271","Room_00000586","Dryer","No",,"Unknown","Unknown","Estate","Eed4300tq0","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005048","SITE_00272","Room_00000599","Dryer","Yes",2002,,"N/A","Frigidaire","Gleq642as1","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005049","SITE_00273","Room_00000609","Dryer","Yes",2002,,"N/A","Frigidaire","Fer211as1","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005050","SITE_00274","Room_00000622","Dryer","Yes",1994,,"N/A","Kirkland","Mde216rbw0","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005051","SITE_00275","Room_00000636","Dryer","No",,"Unknown","Unknown","Kenmore","Unknown","Unknown","No","No","Electric","No","No","Yes","Unknown","No model number info","Laundry_1","Laundry"
"Appliance_00005052","SITE_00276","Room_00000649","Dryer","No",,"Unknown","Unknown","Admiral","Aed4475tq1","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005053","SITE_00277","Room_00000667","Dryer","No",,"Unknown","Unknown","Kenmore","110.69522800","Unknown","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005054","SITE_00278","Room_00000680","Dryer","No",,"Unknown","Unknown","Whirlpool","Le5790xsw0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005055","SITE_00279","Room_00000690","Dryer","No",,"Unknown","Unknown","Maytag","Lde9206ace","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005056","SITE_00280","Room_00000703","Dryer","Yes",2014,,"N/A","Frigidaire","Ffqe5000qw0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005057","SITE_00281","Room_00000713","Dryer","No",,"Unknown","Unknown","Hotpoint","Nbxr333eg0ww","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005058","SITE_00284","Room_00000753","Dryer","No",,"Unknown","Unknown","Hotpoint","NVLR223EG7WW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005059","SITE_00285","Room_00000767","Dryer","No",,"Unknown","Unknown","RCA","BVLR33ETOWW","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005060","SITE_00288","Room_00000793","Dryer","No",,"Unknown","Unknown","Roper","Rex4635eq0","No","Yes","Unknown","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005061","SITE_00289","Room_00000807","Dryer","No",,"Unknown","Unknown","Whirlpool","WED94HEXW2","No","Yes","No","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00005062","SITE_00290","Room_00000818","Dryer","No",,"Unknown","Unknown","Whirlpool","WED5300VW0","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005063","SITE_00294","Room_00000883","Dryer","No",,"Unknown","Unknown","Whirlpool","Wed5200vq1","Unknown","Yes","No","Electric","No","No","Yes","No","No washing machine","Laundry_1","Laundry"
"Appliance_00006452","SITE_00295","Room_00008714","Dryer","No",2009,,"912KWBY00301","LG","DLE2301W","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006455","SITE_00296","Room_00008727","Dryer","Yes",2004,,"N/A","Frigidaire","GLER331AS2","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006482","SITE_00297","Room_00008738","Dryer","No",1999,,"MJ0804157","Kenmore","110.69912990","No","Yes","No","Electric","No","No","Yes","No","N/A","Other_2","Other"
"Appliance_00006416","SITE_00298","Room_00008745","Dryer","Yes",2003,,"N/A","Frigidaire","GLER341AS2","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006470","SITE_00299","Room_00008754","Dryer","No",,"Unknown","1010141SW","Maytag","PYE1000AYW","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006484","SITE_00300","Room_00008766","Dryer","No",2000,,"MK4793565","Kenmore","110.60902990","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006485","SITE_00301","Room_00008787","Dryer","No",2009,,"904KWWZ03977","LG","DLE2301R","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006438","SITE_00302","Room_00008797","Dryer","No",2010,,"DT742904A","General Electric","Dbxr453et5ww","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006710","SITE_00304","Room_00008817","Dryer","No",,"Unknown","M94963605","Sears","110.86980800","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00006711","SITE_00305","Room_00008828","Dryer","No",,"Unknown","TR747136A","General Electric","Dbsr463eg6ww","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006646","SITE_00306","Room_00008830","Dryer","No",,"Unknown","11552551UK","Maytag","Pye1000ayw","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006653","SITE_00307","Room_00008840","Dryer","No",2016,,"M60705652","Crosley","ced126sdw1","No","Yes","No","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00006644","SITE_00309","Room_00008853","Dryer","No",,"Unknown","MF4318199","Whirlpool","Ler4634eq0","No","Yes","Yes","Electric","Yes","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00006645","SITE_00311","Room_00008874","Dryer","No",,"Unknown","MH5291566","Sears","110.66722694","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006640","SITE_00312","Room_00008882","Dryer","No",2016,,"M71117634","Whirlpool","WED4616FW0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022767","SITE_00313","Room_00008891","Dryer","No",,"Unknown","141439TE","Maytag","De412","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00006656","SITE_00314","Room_00008911","Dryer","No",2011,,"HV773246A","General Electric","dpsr473gw0ww","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00006686","SITE_00315","Room_00008916","Dryer","No",2001,,"ML3106948","Whirlpool","Ler5636kq0","No","Yes","No","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00006650","SITE_00316","Room_00008922","Dryer","No",2002,,"MM5157505","Sears","110.62812101","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006655","SITE_00317","Room_00008937","Dryer","No",2003,,"MP4601090","Roper","res7647kq2","No","Yes","No","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00006648","SITE_00319","Room_00008951","Dryer","Yes",1998,,"N/A","Frigidaire","Fde436res1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00006649","SITE_00320","Room_00008958","Dryer","No",1984,,"M42612485","Whirlpool","Le5700xmw2","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006651","SITE_00321","Room_00008968","Dryer","No",2015,,"M52107959","Crosley","Ced126sdw0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00022768","SITE_00322","Room_00008976","Dryer","No",1997,,"MG2703974","Whirlpool","Ler8857eq1","Unknown","Yes","Yes","Electric","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006642","SITE_00323","Room_00008983","Dryer","Yes",2005,,"N/A","Frigidaire","GLER3414S2","No","Yes","Yes","Electric","No","No","Unknown","No","Behind Dryer is tight space. Looks like no vent but couldn't tell 100%","Bathroom_1","Bathroom"
"Appliance_00006712","SITE_00324","Room_00008992","Dryer","No",,"Unknown","MA5183583","Kenmore","110.86983110","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006641","SITE_00325","Room_00008998","Dryer","No",,"Unknown","12293542EP","Whirlpool","SDE2606AYW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00006654","SITE_00326","Room_00009012","Dryer","No",1995,,"ME0702202","Whirlpool","ler6848aq2","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006643","SITE_00327","Room_00009016","Dryer","No",,"Unknown","MB2219534","Kenmore","96274100","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006713","SITE_00328","Room_00009028","Dryer","No",1998,,"11497229UH","Maytag","PYE2000AYW","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00006714","SITE_00329","Room_00009035","Dryer","No",,"Unknown","M23070422","Amana","NED4600YQ0","No","Yes","No","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00006652","SITE_00330","Room_00009041","Dryer","No",,"Unknown","71674257GV","Maytag","Mde5500ayw","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005064","SITE_00331","Room_00000896","Dryer","No",,"Unknown","Unknown","Maytag","Medc400vw0","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005065","SITE_00332","Room_00000911","Dryer","No",,"Unknown","Unknown","Maytag","MEDB880BW0","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005066","SITE_00333","Room_00000936","Dryer","No",,"Unknown","Unknown","Whirlpool","Wed87hedw1","Yes","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005067","SITE_00334","Room_00000952","Dryer","No",,"Unknown","Unknown","Kenmore","110.60722990","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005068","SITE_00335","Room_00000969","Dryer","No",,"Unknown","Unknown","Maytag","Lde9316ace","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005069","SITE_00336","Room_00000987","Dryer","No",,"Unknown","Unknown","Maytag","LDE9304ACM","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005070","SITE_00337","Room_00001002","Dryer","No",,"Unknown","Unknown","Fisher & Paykel","Deo9-uso","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005071","SITE_00338","Room_00001012","Dryer","No",,"Unknown","Unknown","Kenmore","110.85871400","Unknown","Yes","No","Electric","Unknown","No","Yes","No","N/A","Bedroom_4","Bedroom"
"Appliance_00005072","SITE_00339","Room_00001030","Dryer","No",,"Unknown","Unknown","Maytag","Mde508dayw","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Family Room_2","Family Room"
"Appliance_00005073","SITE_00340","Room_00001047","Dryer","No",,"Unknown","Unknown","Maytag","MEDC300XW0","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005074","SITE_00341","Room_00001064","Dryer","No",,"Unknown","Unknown","Maytag","Mde8600ayw","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005075","SITE_00342","Room_00001083","Dryer","No",,"Unknown","Unknown","General Electric","DPSB5113EBOWW","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005076","SITE_00343","Room_00001094","Dryer","No",,"Unknown","Unknown","Sears","96510100","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005077","SITE_00344","Room_00001119","Dryer","No",,"Unknown","Unknown","Sears","96292100","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005078","SITE_00345","Room_00001135","Dryer","No",,"Unknown","Unknown","Whirlpool","Ler7648pt0","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005079","SITE_00346","Room_00001145","Dryer","No",,"Unknown","Unknown","Kenmore","110.86874800","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005080","SITE_00347","Room_00001157","Dryer","No",,"Unknown","Unknown","Roper","Red4640yq1","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005081","SITE_00348","Room_00001164","Dryer","No",,"Unknown","Unknown","Frigidaire","Fex831fsc","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00005082","SITE_00349","Room_00001191","Dryer","No",,"Unknown","Unknown","Maytag","MED5700TQ0","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005083","SITE_00350","Room_00001207","Dryer","No",,"Unknown","Unknown","Samsung","Dv42h5000ew/a3","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005084","SITE_00351","Room_00001228","Dryer","No",,"Unknown","Unknown","Maytag","Lde9804ace","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005085","SITE_00352","Room_00001244","Dryer","No",,"Unknown","Unknown","Maytag","Mdg7600awwl","Unknown","Yes","No","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005086","SITE_00353","Room_00001259","Dryer","No",,"Unknown","Unknown","Kenmore","86983110","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005087","SITE_00354","Room_00001276","Dryer","No",,"Unknown","Unknown","Whirlpool","Teds680eq2","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005088","SITE_00355","Room_00001289","Dryer","No",,"Unknown","Unknown","Maytag","MED500WJ0","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Mechanical_1","Mechanical"
"Appliance_00005089","SITE_00356","Room_00001293","Dryer","No",,"Unknown","Unknown","Kenmore","110.60022010","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Basement_2","Basement"
"Appliance_00023717","SITE_00357",,"Dryer","Yes",2011,,"Unknown","GE","Unknown","Yes","Yes","Yes","Electric","No","No","Yes","N/A","N/A","Unknown","Laundry"
"Appliance_00005090","SITE_00358","Room_00001328","Dryer","No",,"Unknown","Unknown","Whirlpool","Unknown","Unknown","Yes","Yes","Electric","Unknown","No","Yes","No","Sticker wore off","Laundry_1","Laundry"
"Appliance_00005091","SITE_00359","Room_00001345","Dryer","No",,"Unknown","Unknown","Sears","110.62822101","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005092","SITE_00360","Room_00001360","Dryer","Yes",2014,,"N/A","Samsung","Dv42h5200ew/a3","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023718","SITE_00361",,"Dryer","Yes",2012,,"Unknown","GE","Unknown","Yes","Yes","No","Electric","Unknown","No","Yes","N/A","N/A","Unknown","Hall"
"Appliance_00005093","SITE_00362","Room_00001391","Dryer","No",,"Unknown","Unknown","Whirlpool","GGW9250PW1","No","No","No","Electric","Yes","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005094","SITE_00363","Room_00001407","Dryer","No",,"Unknown","Unknown","Kenmore","796.81372210","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005095","SITE_00364","Room_00001422","Dryer","No",,"Unknown","Unknown","Estate","EED4300TQ0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005096","SITE_00365","Room_00001437","Dryer","Yes",2010,,"N/A","Samsung","DV220AEW/XAA","No","Yes","Yes","Electric","No","No","No","No","N/A","Laundry_1","Laundry"
"Appliance_00005097","SITE_00367","Room_00001476","Dryer","No",,"Unknown","Unknown","LG","Dlex3470v","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005098","SITE_00368","Room_00001488","Dryer","No",,"Unknown","Unknown","Kenmore","110.62802101","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Hall_2","Hall"
"Appliance_00005099","SITE_00369","Room_00001503","Dryer","No",,"Unknown","Unknown","Kenmore","6651294","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005100","SITE_00370","Room_00001515","Dryer","No",,"Unknown","Unknown","Sears","61812000","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005101","SITE_00371","Room_00001532","Dryer","No",,"Unknown","Unknown","Frigidaire","GLeq942cso","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005102","SITE_00372","Room_00001555","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ade30rgs171tw01","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005103","SITE_00373","Room_00001571","Dryer","No",,"Unknown","Unknown","LG","Dle2350r","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005104","SITE_00374","Room_00001582","Dryer","No",,"Unknown","Unknown","Maytag","De313","No","Yes","Unknown","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005105","SITE_00375","Room_00001598","Dryer","No",,"Unknown","Unknown","Whirlpool","WED9050XW1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005106","SITE_00376","Room_00001609","Dryer","No",,"Unknown","Unknown","KitchenAid","KEYE767WWHO","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005107","SITE_00377","Room_00001624","Dryer","No",,"Unknown","Unknown","Sears","Md5203205","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005108","SITE_00378","Room_00001635","Dryer","Yes",2004,,"N/A","Frigidaire","GLEQ332AS2","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
