node,class,bustype,busflags,group_id,parent,from,to,load,lat,long,length,height
node_55A,triplex_node,PQ,,,,,,,,,,
line54to57,overhead_line,,,,,node_54,node_57,,35.385767,-118.997067,350.0,
node_57,node,PQ,HASSOURCE,nodevolts,,,,,35.386250,-118.997067,,
line57to58,overhead_line,,,,,node_57,load_58,,35.386250,-118.997492,250.0,
load_58,load,PQ,HASSOURCE,area_C,,,,,35.386250,-118.997917,,
meter_162,triplex_meter,PQ,,load_58,node_58B,,,0.0,35.386250,-118.997917,,
meter_163,triplex_meter,PQ,,load_58,node_58B,,,0.0,35.386250,-118.997917,,
line58to59,overhead_line,,,,,load_58,load_59,,35.386250,-118.998333,250.0,
load_59,load,PQ,HASSOURCE,area_C,,,,,35.386250,-118.998750,,
meter_164,triplex_meter,PQ,,load_59,node_59B,,,0.0,35.386250,-118.998750,,
meter_165,triplex_meter,PQ,,load_59,node_59B,,,0.0,35.386250,-118.998750,,
node_59B,triplex_node,PQ,,,,,,,,,,
node_58B,triplex_node,PQ,,,,,,,,,,
line57to60,overhead_line,,,,,node_57,load_60,,35.385967,-118.995858,750.0,
load_60,load,PQ,HASSOURCE,area_C,,,,,35.385683,-118.994650,,
meter_166,triplex_meter,PQ,,load_60,node_60A,,,0.0,35.385683,-118.994650,,
meter_167,triplex_meter,PQ,,load_60,node_60A,,,0.0,35.385683,-118.994650,,
line60to61,overhead_line,,,,,load_60,node_61,,35.385475,-118.993758,550.0,
node_61,node,PQ,HASSOURCE,nodevolts,,,,,35.385267,-118.992867,,
node_6101,node,PQ,HASSOURCE,nodevolts,,,,,35.385267,-118.992867,,
node_610,node,PQ,HASSOURCE,nodevolts,,,,,35.385267,-118.992867,,
line60to62,underground_line,,,,,load_60,load_62,,35.386008,-118.994533,250.0,
load_62,load,PQ,HASSOURCE,area_C,,,,,35.386333,-118.994417,,
meter_168,triplex_meter,PQ,,load_62,node_62C,,,0.0,35.386333,-118.994417,,
meter_169,triplex_meter,PQ,,load_62,node_62C,,,0.0,35.386333,-118.994417,,
meter_170,triplex_meter,PQ,,load_62,node_62C,,,0.0,35.386333,-118.994417,,
meter_171,triplex_meter,PQ,,load_62,node_62C,,,0.0,35.386333,-118.994417,,
line62to63,underground_line,,,,,load_62,load_63,,35.386567,-118.994333,175.0,
load_63,load,PQ,HASSOURCE,area_C,,,,,35.386800,-118.994250,,
meter_172,triplex_meter,PQ,,load_63,node_63A,,,0.0,35.386800,-118.994250,,
meter_173,triplex_meter,PQ,,load_63,node_63A,,,0.0,35.386800,-118.994250,,
meter_174,triplex_meter,PQ,,load_63,node_63A,,,0.0,35.386800,-118.994250,,
meter_175,triplex_meter,PQ,,load_63,node_63A,,,0.0,35.386800,-118.994250,,
line63to64,underground_line,,,,,load_63,load_64,,35.387258,-118.994092,350.0,
load_64,load,PQ,HASSOURCE,area_C,,,,,35.387717,-118.993933,,
meter_176,triplex_meter,PQ,,load_64,node_64B,,,0.0,35.387717,-118.993933,,
meter_177,triplex_meter,PQ,,load_64,node_64B,,,0.0,35.387717,-118.993933,,
meter_178,triplex_meter,PQ,,load_64,node_64B,,,0.0,35.387717,-118.993933,,
meter_179,triplex_meter,PQ,,load_64,node_64B,,,0.0,35.387717,-118.993933,,
meter_180,triplex_meter,PQ,,load_64,node_64B,,,0.0,35.387717,-118.993933,,
meter_181,triplex_meter,PQ,,load_64,node_64B,,,0.0,35.387717,-118.993933,,
meter_182,triplex_meter,PQ,,load_64,node_64B,,,0.0,35.387717,-118.993933,,
line64to65,underground_line,,,,,load_64,load_65,,35.387875,-118.994617,425.0,
load_65,load,PQ,HASSOURCE,area_C,,,,,35.388033,-118.995300,,
meter_183,triplex_meter,PQ,,load_65,node_65A,,,0.0,35.388033,-118.995300,,
meter_184,triplex_meter,PQ,,load_65,node_65A,,,0.0,35.388033,-118.995300,,
meter_185,triplex_meter,PQ,,load_65,node_65A,,,0.0,35.388033,-118.995300,,
meter_186,triplex_meter,PQ,,load_65,node_65B,,,0.0,35.388033,-118.995300,,
meter_187,triplex_meter,PQ,,load_65,node_65B,,,0.0,35.388033,-118.995300,,
meter_188,triplex_meter,PQ,,load_65,node_65B,,,0.0,35.388033,-118.995300,,
meter_189,triplex_meter,PQ,,load_65,node_65C,,,0.0,35.388033,-118.995300,,
meter_190,triplex_meter,PQ,,load_65,node_65C,,,0.0,35.388033,-118.995300,,
meter_191,triplex_meter,PQ,,load_65,node_65C,,,0.0,35.388033,-118.995300,,
meter_192,triplex_meter,PQ,,load_65,node_65C,,,0.0,35.388033,-118.995300,,
meter_193,triplex_meter,PQ,,load_65,node_65C,,,0.0,35.388033,-118.995300,,
meter_194,triplex_meter,PQ,,load_65,node_65C,,,0.0,35.388033,-118.995300,,
meter_195,triplex_meter,PQ,,load_65,node_65C,,,0.0,35.388033,-118.995300,,
line65to66,underground_line,,,,,load_65,load_66,,35.388467,-118.995150,325.0,
load_66,load,PQ,HASSOURCE,area_C,,,,,35.388900,-118.995000,,
meter_196,triplex_meter,PQ,,load_66,node_66C,,,0.0,35.388900,-118.995000,,
meter_197,triplex_meter,PQ,,load_66,node_66C,,,0.0,35.388900,-118.995000,,
meter_198,triplex_meter,PQ,,load_66,node_66C,,,0.0,35.388900,-118.995000,,
meter_199,triplex_meter,PQ,,load_66,node_66C,,,0.0,35.388900,-118.995000,,
meter_200,triplex_meter,PQ,,load_66,node_66C,,,0.0,35.388900,-118.995000,,
meter_201,triplex_meter,PQ,,load_66,node_66C,,,0.0,35.388900,-118.995000,,
meter_202,triplex_meter,PQ,,load_66,node_66C,,,0.0,35.388900,-118.995000,,
node_66C,triplex_node,PQ,,,,,,,,,,
node_65A,triplex_node,PQ,,,,,,,,,,
node_65B,triplex_node,PQ,,,,,,,,,,
node_65C,triplex_node,PQ,,,,,,,,,,
node_64B,triplex_node,PQ,,,,,,,,,,
node_63A,triplex_node,PQ,,,,,,,,,,
node_62C,triplex_node,PQ,,,,,,,,,,
node_160,node,PQ,HASSOURCE,nodevolts,,,,,35.390150,-118.992867,,
node_16001,node,PQ,HASSOURCE,nodevolts,,,,,35.385683,-118.994650,,
line16001to67,overhead_line,,,,,node_16001,node_67,,35.387917,-118.993758,350.0,
node_67,node,PQ,HASSOURCE,nodevolts,,,,,35.390150,-118.992867,,
line67to68,overhead_line,,,,,node_67,load_68,,35.390150,-118.992533,200.0,
load_68,load,PQ,HASSOURCE,area_D,,,,,35.390150,-118.992200,,
meter_203,triplex_meter,PQ,,load_68,node_68A,,,0.0,35.390150,-118.992200,,
meter_204,triplex_meter,PQ,,load_68,node_68A,,,0.0,35.390150,-118.992200,,
line68to69,overhead_line,,,,,load_68,load_69,,35.390150,-118.991733,275.0,
load_69,load,PQ,HASSOURCE,area_D,,,,,35.390150,-118.991267,,
meter_205,triplex_meter,PQ,,load_69,node_69A,,,0.0,35.390150,-118.991267,,
meter_206,triplex_meter,PQ,,load_69,node_69A,,,0.0,35.390150,-118.991267,,
meter_207,triplex_meter,PQ,,load_69,node_69A,,,0.0,35.390150,-118.991267,,
meter_208,triplex_meter,PQ,,load_69,node_69A,,,0.0,35.390150,-118.991267,,
line69to70,overhead_line,,,,,load_69,load_70,,35.390025,-118.990742,325.0,
load_70,load,PQ,HASSOURCE,area_D,,,,,35.389900,-118.990217,,
meter_209,triplex_meter,PQ,,load_70,node_70A,,,0.0,35.389900,-118.990217,,
meter_210,triplex_meter,PQ,,load_70,node_70A,,,0.0,35.389900,-118.990217,,
line70to71,overhead_line,,,,,load_70,load_71,,35.389800,-118.989775,275.0,
load_71,load,PQ,HASSOURCE,area_D,,,,,35.389700,-118.989333,,
meter_211,triplex_meter,PQ,,load_71,node_71A,,,0.0,35.389700,-118.989333,,
meter_212,triplex_meter,PQ,,load_71,node_71A,,,0.0,35.389700,-118.989333,,
meter_213,triplex_meter,PQ,,load_71,node_71A,,,0.0,35.389700,-118.989333,,
meter_214,triplex_meter,PQ,,load_71,node_71A,,,0.0,35.389700,-118.989333,,
node_71A,triplex_node,PQ,,,,,,,,,,
node_70A,triplex_node,PQ,,,,,,,,,,
node_69A,triplex_node,PQ,,,,,,,,,,
node_68A,triplex_node,PQ,,,,,,,,,,
line67to72,overhead_line,,,,,node_67,node_72,,35.389775,-118.992867,275.0,
node_72,node,PQ,HASSOURCE,nodevolts,,,,,35.389400,-118.992867,,
line72to73,overhead_line,,,,,node_72,load_73,,35.389292,-118.992425,275.0,
load_73,load,PQ,HASSOURCE,area_D,,,,,35.389183,-118.991983,,
meter_215,triplex_meter,PQ,,load_73,node_73C,,,0.0,35.389183,-118.991983,,
meter_216,triplex_meter,PQ,,load_73,node_73C,,,0.0,35.389183,-118.991983,,
meter_217,triplex_meter,PQ,,load_73,node_73C,,,0.0,35.389183,-118.991983,,
meter_218,triplex_meter,PQ,,load_73,node_73C,,,0.0,35.389183,-118.991983,,
line73to74,overhead_line,,,,,load_73,load_74,,35.389050,-118.991417,350.0,
load_74,load,PQ,HASSOURCE,area_D,,,,,35.388917,-118.990850,,
meter_219,triplex_meter,PQ,,load_74,node_74C,,,0.0,35.388917,-118.990850,,
meter_220,triplex_meter,PQ,,load_74,node_74C,,,0.0,35.388917,-118.990850,,
meter_221,triplex_meter,PQ,,load_74,node_74C,,,0.0,35.388917,-118.990850,,
meter_222,triplex_meter,PQ,,load_74,node_74C,,,0.0,35.388917,-118.990850,,
line74to75,overhead_line,,,,,load_74,load_75,,35.388767,-118.990200,400.0,
load_75,load,PQ,HASSOURCE,area_D,,,,,35.388617,-118.989550,,
meter_223,triplex_meter,PQ,,load_75,node_75C,,,0.0,35.388617,-118.989550,,
meter_224,triplex_meter,PQ,,load_75,node_75C,,,0.0,35.388617,-118.989550,,
meter_225,triplex_meter,PQ,,load_75,node_75C,,,0.0,35.388617,-118.989550,,
meter_226,triplex_meter,PQ,,load_75,node_75C,,,0.0,35.388617,-118.989550,,
node_75C,triplex_node,PQ,,,,,,,,,,
node_74C,triplex_node,PQ,,,,,,,,,,
node_73C,triplex_node,PQ,,,,,,,,,,
line72to76,overhead_line,,,,,node_72,load_76,,35.389125,-118.992867,200.0,
load_76,load,PQ,HASSOURCE,area_D,,,,,35.388850,-118.992867,,
meter_227,triplex_meter,PQ,,load_76,node_76A,,,0.0,35.388850,-118.992867,,
meter_228,triplex_meter,PQ,,load_76,node_76A,,,0.0,35.388850,-118.992867,,
meter_229,triplex_meter,PQ,,load_76,node_76A,,,0.0,35.388850,-118.992867,,
meter_230,triplex_meter,PQ,,load_76,node_76A,,,0.0,35.388850,-118.992867,,
meter_231,triplex_meter,PQ,,load_76,node_76A,,,0.0,35.388850,-118.992867,,
meter_232,triplex_meter,PQ,,load_76,node_76A,,,0.0,35.388850,-118.992867,,
meter_233,triplex_meter,PQ,,load_76,node_76A,,,0.0,35.388850,-118.992867,,
meter_234,triplex_meter,PQ,,load_76,node_76A,,,0.0,35.388850,-118.992867,,
meter_235,triplex_meter,PQ,,load_76,node_76A,,,0.0,35.388850,-118.992867,,
meter_236,triplex_meter,PQ,,load_76,node_76A,,,0.0,35.388850,-118.992867,,
meter_237,triplex_meter,PQ,,load_76,node_76B,,,0.0,35.388850,-118.992867,,
meter_238,triplex_meter,PQ,,load_76,node_76B,,,0.0,35.388850,-118.992867,,
meter_239,triplex_meter,PQ,,load_76,node_76B,,,0.0,35.388850,-118.992867,,
meter_240,triplex_meter,PQ,,load_76,node_76B,,,0.0,35.388850,-118.992867,,
meter_241,triplex_meter,PQ,,load_76,node_76B,,,0.0,35.388850,-118.992867,,
meter_242,triplex_meter,PQ,,load_76,node_76B,,,0.0,35.388850,-118.992867,,
meter_243,triplex_meter,PQ,,load_76,node_76B,,,0.0,35.388850,-118.992867,,
meter_244,triplex_meter,PQ,,load_76,node_76C,,,0.0,35.388850,-118.992867,,
meter_245,triplex_meter,PQ,,load_76,node_76C,,,0.0,35.388850,-118.992867,,
meter_246,triplex_meter,PQ,,load_76,node_76C,,,0.0,35.388850,-118.992867,,
meter_247,triplex_meter,PQ,,load_76,node_76C,,,0.0,35.388850,-118.992867,,
meter_248,triplex_meter,PQ,,load_76,node_76C,,,0.0,35.388850,-118.992867,,
meter_249,triplex_meter,PQ,,load_76,node_76C,,,0.0,35.388850,-118.992867,,
meter_250,triplex_meter,PQ,,load_76,node_76C,,,0.0,35.388850,-118.992867,,
line76to77,overhead_line,,,,,load_76,load_77,,35.388700,-118.992225,400.0,
load_77,load,PQ,HASSOURCE,area_D,,,,,35.388550,-118.991583,,
meter_251,triplex_meter,PQ,,load_77,node_77B,,,0.0,35.388550,-118.991583,,
meter_252,triplex_meter,PQ,,load_77,node_77B,,,0.0,35.388550,-118.991583,,
meter_253,triplex_meter,PQ,,load_77,node_77B,,,0.0,35.388550,-118.991583,,
meter_254,triplex_meter,PQ,,load_77,node_77B,,,0.0,35.388550,-118.991583,,
line77to78,overhead_line,,,,,load_77,node_78,,35.388508,-118.991417,100.0,
node_78,node,PQ,HASSOURCE,nodevolts,,,,,35.388467,-118.991250,,
line78to79,overhead_line,,,,,node_78,load_79,,35.388383,-118.990892,225.0,
load_79,load,PQ,HASSOURCE,area_D,,,,,35.388300,-118.990533,,
meter_255,triplex_meter,PQ,,load_79,node_79A,,,0.0,35.388300,-118.990533,,
meter_256,triplex_meter,PQ,,load_79,node_79A,,,0.0,35.388300,-118.990533,,
meter_257,triplex_meter,PQ,,load_79,node_79A,,,0.0,35.388300,-118.990533,,
meter_258,triplex_meter,PQ,,load_79,node_79A,,,0.0,35.388300,-118.990533,,
node_79A,triplex_node,PQ,,,,,,,,,,
line78to80,overhead_line,,,,,node_78,load_80,,35.387842,-118.991475,475.0,
load_80,load,PQ,HASSOURCE,area_D,,,,,35.387217,-118.991700,,
meter_259,triplex_meter,PQ,,load_80,node_80B,,,0.0,35.387217,-118.991700,,
meter_260,triplex_meter,PQ,,load_80,node_80B,,,0.0,35.387217,-118.991700,,
meter_261,triplex_meter,PQ,,load_80,node_80B,,,0.0,35.387217,-118.991700,,
meter_262,triplex_meter,PQ,,load_80,node_80B,,,0.0,35.387217,-118.991700,,
line80to81,overhead_line,,,,,load_80,node_81,,35.386592,-118.991917,475.0,
node_81,node,PQ,HASSOURCE,nodevolts,,,,,35.385967,-118.992133,,
line81to82,overhead_line,,,,,node_81,load_82,,35.385633,-118.992250,250.0,
load_82,load,PQ,HASSOURCE,area_D,,,,,35.385300,-118.992367,,
meter_263,triplex_meter,PQ,,load_82,node_82A,,,0.0,35.385300,-118.992367,,
meter_264,triplex_meter,PQ,,load_82,node_82A,,,0.0,35.385300,-118.992367,,
meter_265,triplex_meter,PQ,,load_82,node_82A,,,0.0,35.385300,-118.992367,,
meter_266,triplex_meter,PQ,,load_82,node_82A,,,0.0,35.385300,-118.992367,,
line82to83,overhead_line,,,,,load_82,load_83,,35.385208,-118.991958,250.0,
load_83,load,PQ,HASSOURCE,area_D,,,,,35.385117,-118.991550,,
meter_267,triplex_meter,PQ,,load_83,node_83C,,,0.0,35.385117,-118.991550,,
meter_268,triplex_meter,PQ,,load_83,node_83C,,,0.0,35.385117,-118.991550,,
node_83C,triplex_node,PQ,,,,,,,,,,
node_82A,triplex_node,PQ,,,,,,,,,,
line81to84,overhead_line,,,,,node_81,load_84,,35.385708,-118.991042,675.0,
load_84,load,PQ,HASSOURCE,area_D,,,,,35.385450,-118.989950,,
meter_269,triplex_meter,PQ,,load_84,node_84C,,,0.0,35.385450,-118.989950,,
meter_270,triplex_meter,PQ,,load_84,node_84C,,,0.0,35.385450,-118.989950,,
line84to85,overhead_line,,,,,load_84,load_85,,35.386075,-118.989733,475.0,
load_85,load,PQ,HASSOURCE,area_D,,,,,35.386700,-118.989517,,
meter_271,triplex_meter,PQ,,load_85,node_85C,,,0.0,35.386700,-118.989517,,
meter_272,triplex_meter,PQ,,load_85,node_85C,,,0.0,35.386700,-118.989517,,
meter_273,triplex_meter,PQ,,load_85,node_85C,,,0.0,35.386700,-118.989517,,
meter_274,triplex_meter,PQ,,load_85,node_85C,,,0.0,35.386700,-118.989517,,
node_85C,triplex_node,PQ,,,,,,,,,,
node_84C,triplex_node,PQ,,,,,,,,,,
node_80B,triplex_node,PQ,,,,,,,,,,
node_77B,triplex_node,PQ,,,,,,,,,,
line76to86,overhead_line,,,,,load_76,load_86,,35.387892,-118.992867,700.0,
load_86,load,PQ,HASSOURCE,area_D,,,,,35.386933,-118.992867,,
meter_275,triplex_meter,PQ,,load_86,node_86B,,,0.0,35.386933,-118.992867,,
meter_276,triplex_meter,PQ,,load_86,node_86B,,,0.0,35.386933,-118.992867,,
line86to87,overhead_line,,,,,load_86,load_87,,35.386933,-118.993625,450.0,
load_87,load,PQ,HASSOURCE,area_D,,,,,35.386933,-118.994383,,
meter_277,triplex_meter,PQ,,load_87,node_87B,,,0.0,35.386933,-118.994383,,
meter_278,triplex_meter,PQ,,load_87,node_87B,,,0.0,35.386933,-118.994383,,
meter_279,triplex_meter,PQ,,load_87,node_87B,,,0.0,35.386933,-118.994383,,
meter_280,triplex_meter,PQ,,load_87,node_87B,,,0.0,35.386933,-118.994383,,
line87to88,overhead_line,,,,,load_87,load_88,,35.387158,-118.994300,175.0,
load_88,load,PQ,HASSOURCE,area_D,,,,,35.387383,-118.994217,,
meter_281,triplex_meter,PQ,,load_88,node_88A,,,0.0,35.387383,-118.994217,,
meter_282,triplex_meter,PQ,,load_88,node_88A,,,0.0,35.387383,-118.994217,,
meter_283,triplex_meter,PQ,,load_88,node_88A,,,0.0,35.387383,-118.994217,,
meter_284,triplex_meter,PQ,,load_88,node_88A,,,0.0,35.387383,-118.994217,,
node_88A,triplex_node,PQ,,,,,,,,,,
line87to89,overhead_line,,,,,load_87,node_89,,35.386933,-118.994842,275.0,
node_89,node,PQ,HASSOURCE,nodevolts,,,,,35.386933,-118.995300,,
line89to90,overhead_line,,,,,node_89,load_90,,35.387225,-118.995200,225.0,
load_90,load,PQ,HASSOURCE,area_D,,,,,35.387517,-118.995100,,
meter_285,triplex_meter,PQ,,load_90,node_90B,,,0.0,35.387517,-118.995100,,
meter_286,triplex_meter,PQ,,load_90,node_90B,,,0.0,35.387517,-118.995100,,
meter_287,triplex_meter,PQ,,load_90,node_90B,,,0.0,35.387517,-118.995100,,
meter_288,triplex_meter,PQ,,load_90,node_90B,,,0.0,35.387517,-118.995100,,
node_90B,triplex_node,PQ,,,,,,,,,,
line89to91,overhead_line,,,,,node_89,node_91,,35.386933,-118.995683,225.0,
node_91,node,PQ,HASSOURCE,nodevolts,,,,,35.386933,-118.996067,,
line91to92,overhead_line,,,,,node_91,load_92,,35.387325,-118.995925,300.0,
load_92,load,PQ,HASSOURCE,area_D,,,,,35.387717,-118.995783,,
meter_289,triplex_meter,PQ,,load_92,node_92C,,,0.0,35.387717,-118.995783,,
meter_290,triplex_meter,PQ,,load_92,node_92C,,,0.0,35.387717,-118.995783,,
meter_291,triplex_meter,PQ,,load_92,node_92C,,,0.0,35.387717,-118.995783,,
meter_292,triplex_meter,PQ,,load_92,node_92C,,,0.0,35.387717,-118.995783,,
node_92C,triplex_node,PQ,,,,,,,,,,
line91to93,overhead_line,,,,,node_91,node_93,,35.386933,-118.996442,225.0,
node_93,node,PQ,HASSOURCE,nodevolts,,,,,35.386933,-118.996817,,
line93to94,overhead_line,,,,,node_93,load_94,,35.387292,-118.996692,275.0,
load_94,load,PQ,HASSOURCE,area_D,,,,,35.387650,-118.996567,,
meter_293,triplex_meter,PQ,,load_94,node_94A,,,0.0,35.387650,-118.996567,,
meter_294,triplex_meter,PQ,,load_94,node_94A,,,0.0,35.387650,-118.996567,,
meter_295,triplex_meter,PQ,,load_94,node_94A,,,0.0,35.387650,-118.996567,,
meter_296,triplex_meter,PQ,,load_94,node_94A,,,0.0,35.387650,-118.996567,,
node_94A,triplex_node,PQ,,,,,,,,,,
line93to95,overhead_line,,,,,node_93,load_95,,35.386933,-118.997325,300.0,
load_95,load,PQ,HASSOURCE,area_D,,,,,35.386933,-118.997833,,
meter_297,triplex_meter,PQ,,load_95,node_95B,,,0.0,35.386933,-118.997833,,
meter_298,triplex_meter,PQ,,load_95,node_95B,,,0.0,35.386933,-118.997833,,
line95to96,overhead_line,,,,,load_95,load_96,,35.387208,-118.997833,200.0,
load_96,load,PQ,HASSOURCE,area_D,,,,,35.387483,-118.997833,,
meter_299,triplex_meter,PQ,,load_96,node_96B,,,0.0,35.387483,-118.997833,,
meter_300,triplex_meter,PQ,,load_96,node_96B,,,0.0,35.387483,-118.997833,,
node_96B,triplex_node,PQ,,,,,,,,,,
node_195,node,SWING,HASSOURCE,nodevolts,,,,,,,,
node_95B,triplex_node,PQ,,,,,,,,,,
node_87B,triplex_node,PQ,,,,,,,,,,
node_86B,triplex_node,PQ,,,,,,,,,,
node_76A,triplex_node,PQ,,,,,,,,,,
node_76B,triplex_node,PQ,,,,,,,,,,
node_76C,triplex_node,PQ,,,,,,,,,,
line67to97,overhead_line,,,,,node_67,node_97,,35.390492,-118.992867,250.0,
node_97,node,PQ,HASSOURCE,nodevolts,,,,,35.390833,-118.992867,,
line97to98,overhead_line,,,,,node_97,load_98,,35.390833,-118.992408,275.0,
load_98,load,PQ,HASSOURCE,area_D,,,,,35.390833,-118.991950,,
meter_301,triplex_meter,PQ,,load_98,node_98A,,,0.0,35.390833,-118.991950,,
meter_302,triplex_meter,PQ,,load_98,node_98A,,,0.0,35.390833,-118.991950,,
meter_303,triplex_meter,PQ,,load_98,node_98A,,,0.0,35.390833,-118.991950,,
meter_304,triplex_meter,PQ,,load_98,node_98A,,,0.0,35.390833,-118.991950,,
line98to99,overhead_line,,,,,load_98,load_99,,35.390833,-118.991025,550.0,
load_99,load,PQ,HASSOURCE,area_D,,,,,35.390833,-118.990100,,
meter_305,triplex_meter,PQ,,load_99,node_99B,,,0.0,35.390833,-118.990100,,
meter_306,triplex_meter,PQ,,load_99,node_99B,,,0.0,35.390833,-118.990100,,
meter_307,triplex_meter,PQ,,load_99,node_99B,,,0.0,35.390833,-118.990100,,
meter_308,triplex_meter,PQ,,load_99,node_99B,,,0.0,35.390833,-118.990100,,
line99to100,overhead_line,,,,,load_99,load_100,,35.390833,-118.989592,300.0,
load_100,load,PQ,HASSOURCE,area_D,,,,,35.390833,-118.989083,,
meter_309,triplex_meter,PQ,,load_100,node_100C,,,0.0,35.390833,-118.989083,,
meter_310,triplex_meter,PQ,,load_100,node_100C,,,0.0,35.390833,-118.989083,,
meter_311,triplex_meter,PQ,,load_100,node_100C,,,0.0,35.390833,-118.989083,,
meter_312,triplex_meter,PQ,,load_100,node_100C,,,0.0,35.390833,-118.989083,,
line100to450,overhead_line,,,,,load_100,node_450,,35.390833,-118.987742,800.0,
node_450,node,PQ,HASSOURCE,nodevolts,,,,,35.390833,-118.986400,,
node_451,node,SWING,HASSOURCE,nodevolts,,,,,,,,
node_100C,triplex_node,PQ,,,,,,,,,,
node_99B,triplex_node,PQ,,,,,,,,,,
node_98A,triplex_node,PQ,,,,,,,,,,
node_197,node,PQ,HASSOURCE,nodevolts,,,,,35.390833,-118.992867,,
line197to101,overhead_line,,,,,node_197,node_101,,35.390833,-118.993458,250.0,
node_101,node,PQ,HASSOURCE,nodevolts,,,,,35.390833,-118.994050,,
line101to102,overhead_line,,,,,node_101,load_102,,35.390833,-118.993667,225.0,
load_102,load,PQ,HASSOURCE,area_E,,,,,35.390833,-118.993283,,
meter_313,triplex_meter,PQ,,load_102,node_102C,,,0.0,35.390833,-118.993283,,
meter_314,triplex_meter,PQ,,load_102,node_102C,,,0.0,35.390833,-118.993283,,
line102to103,overhead_line,,,,,load_102,load_103,,35.390833,-118.992742,325.0,
load_103,load,PQ,HASSOURCE,area_E,,,,,35.390833,-118.992200,,
meter_315,triplex_meter,PQ,,load_103,node_103C,,,0.0,35.390833,-118.992200,,
meter_316,triplex_meter,PQ,,load_103,node_103C,,,0.0,35.390833,-118.992200,,
meter_317,triplex_meter,PQ,,load_103,node_103C,,,0.0,35.390833,-118.992200,,
meter_318,triplex_meter,PQ,,load_103,node_103C,,,0.0,35.390833,-118.992200,,
line103to104,overhead_line,,,,,load_103,load_104,,35.390833,-118.991025,700.0,
load_104,load,PQ,HASSOURCE,area_E,,,,,35.390833,-118.989850,,
meter_319,triplex_meter,PQ,,load_104,node_104C,,,0.0,35.390833,-118.989850,,
meter_320,triplex_meter,PQ,,load_104,node_104C,,,0.0,35.390833,-118.989850,,
meter_321,triplex_meter,PQ,,load_104,node_104C,,,0.0,35.390833,-118.989850,,
meter_322,triplex_meter,PQ,,load_104,node_104C,,,0.0,35.390833,-118.989850,,
node_104C,triplex_node,PQ,,,,,,,,,,
node_103C,triplex_node,PQ,,,,,,,,,,
node_102C,triplex_node,PQ,,,,,,,,,,
line101to105,overhead_line,,,,,node_101,node_105,,35.391208,-118.994050,275.0,
node_105,node,PQ,HASSOURCE,nodevolts,,,,,35.391583,-118.994050,,
line105to106,overhead_line,,,,,node_105,load_106,,35.391583,-118.993667,225.0,
load_106,load,PQ,HASSOURCE,area_E,,,,,35.391583,-118.993283,,
meter_323,triplex_meter,PQ,,load_106,node_106B,,,0.0,35.391583,-118.993283,,
meter_324,triplex_meter,PQ,,load_106,node_106B,,,0.0,35.391583,-118.993283,,
meter_325,triplex_meter,PQ,,load_106,node_106B,,,0.0,35.391583,-118.993283,,
meter_326,triplex_meter,PQ,,load_106,node_106B,,,0.0,35.391583,-118.993283,,
line106to107,overhead_line,,,,,load_106,load_107,,35.391583,-118.992317,575.0,
load_107,load,PQ,HASSOURCE,area_E,,,,,35.391583,-118.991350,,
meter_327,triplex_meter,PQ,,load_107,node_107B,,,0.0,35.391583,-118.991350,,
meter_328,triplex_meter,PQ,,load_107,node_107B,,,0.0,35.391583,-118.991350,,
meter_329,triplex_meter,PQ,,load_107,node_107B,,,0.0,35.391583,-118.991350,,
meter_330,triplex_meter,PQ,,load_107,node_107B,,,0.0,35.391583,-118.991350,,
node_107B,triplex_node,PQ,,,,,,,,,,
node_106B,triplex_node,PQ,,,,,,,,,,
line105to108,overhead_line,,,,,node_105,node_108,,35.392033,-118.994050,325.0,
node_108,node,PQ,HASSOURCE,nodevolts,,,,,35.392483,-118.994050,,
line108to109,overhead_line,,,,,node_108,load_109,,35.392483,-118.993292,450.0,
load_109,load,PQ,HASSOURCE,area_E,,,,,35.392483,-118.992533,,
meter_331,triplex_meter,PQ,,load_109,node_109A,,,0.0,35.392483,-118.992533,,
meter_332,triplex_meter,PQ,,load_109,node_109A,,,0.0,35.392483,-118.992533,,
meter_333,triplex_meter,PQ,,load_109,node_109A,,,0.0,35.392483,-118.992533,,
meter_334,triplex_meter,PQ,,load_109,node_109A,,,0.0,35.392483,-118.992533,,
line109to110,overhead_line,,,,,load_109,node_110,,35.392483,-118.992025,300.0,
node_110,node,PQ,HASSOURCE,nodevolts,,,,,35.392483,-118.991517,,
line110to111,overhead_line,,,,,node_110,load_111,,35.393267,-118.991517,575.0,
load_111,load,PQ,HASSOURCE,area_E,,,,,35.394050,-118.991517,,
meter_335,triplex_meter,PQ,,load_111,node_111A,,,0.0,35.394050,-118.991517,,
meter_336,triplex_meter,PQ,,load_111,node_111A,,,0.0,35.394050,-118.991517,,
node_111A,triplex_node,PQ,,,,,,,,,,
line110to112,overhead_line,,,,,node_110,load_112,,35.392483,-118.991308,125.0,
load_112,load,PQ,HASSOURCE,area_E,,,,,35.392483,-118.991100,,
meter_337,triplex_meter,PQ,,load_112,node_112A,,,0.0,35.392483,-118.991100,,
meter_338,triplex_meter,PQ,,load_112,node_112A,,,0.0,35.392483,-118.991100,,
line112to113,overhead_line,,,,,load_112,load_113,,35.392483,-118.990217,525.0,
load_113,load,PQ,HASSOURCE,area_E,,,,,35.392483,-118.989333,,
